episode,mean_cumulative_reward,ci_lower,ci_upper,mean_episode_length,length_ci_lower,length_ci_upper,num_seeds
68,-358.27500000000015,-358.27500000000015,-358.27500000000015,1000.0,1000.0,1000.0,1
69,-240.04000000000002,-240.04000000000002,-240.04000000000002,1000.0,1000.0,1000.0,1
70,-209.32499999999973,-209.32499999999973,-209.32499999999973,1000.0,1000.0,1000.0,1
71,-236.97499999999985,-236.97499999999985,-236.97499999999985,1000.0,1000.0,1000.0,1
72,-334.04499999999956,-334.04499999999956,-334.04499999999956,1000.0,1000.0,1000.0,1
73,-321.6700000000002,-321.6700000000002,-321.6700000000002,1000.0,1000.0,1000.0,1
74,-211.26500000000016,-211.26500000000016,-211.26500000000016,1000.0,1000.0,1000.0,1
75,-193.40499999999915,-193.40499999999915,-193.40499999999915,1000.0,1000.0,1000.0,1
76,-263.48000000000025,-263.48000000000025,-263.48000000000025,1000.0,1000.0,1000.0,1
77,-243.76500000000058,-243.76500000000058,-243.76500000000058,1000.0,1000.0,1000.0,1
78,-274.2700000000001,-274.2700000000001,-274.2700000000001,1000.0,1000.0,1000.0,1
79,-233.35499999999973,-233.35499999999973,-233.35499999999973,1000.0,1000.0,1000.0,1
80,-286.51000000000045,-286.51000000000045,-286.51000000000045,1000.0,1000.0,1000.0,1
81,-226.60499999999982,-226.60499999999982,-226.60499999999982,1000.0,1000.0,1000.0,1
82,-258.4150000000004,-258.4150000000004,-258.4150000000004,1000.0,1000.0,1000.0,1
83,-231.90999999999926,-231.90999999999926,-231.90999999999926,1000.0,1000.0,1000.0,1
84,-244.77000000000004,-244.77000000000004,-244.77000000000004,1000.0,1000.0,1000.0,1
85,-249.00499999999982,-249.00499999999982,-249.00499999999982,1000.0,1000.0,1000.0,1
86,-212.50999999999982,-212.50999999999982,-212.50999999999982,1000.0,1000.0,1000.0,1
87,-235.46499999999924,-235.46499999999924,-235.46499999999924,1000.0,1000.0,1000.0,1
88,-222.95499999999993,-222.95499999999993,-222.95499999999993,1000.0,1000.0,1000.0,1
89,-272.50999999999976,-272.50999999999976,-272.50999999999976,1000.0,1000.0,1000.0,1
90,-302.2749999999994,-302.2749999999994,-302.2749999999994,1000.0,1000.0,1000.0,1
91,-252.54999999999973,-252.54999999999973,-252.54999999999973,1000.0,1000.0,1000.0,1
92,-236.55500000000032,-236.55500000000032,-236.55500000000032,1000.0,1000.0,1000.0,1
93,-238.38000000000008,-238.38000000000008,-238.38000000000008,1000.0,1000.0,1000.0,1
94,-253.1450000000002,-253.1450000000002,-253.1450000000002,1000.0,1000.0,1000.0,1
95,-332.2499999999994,-332.2499999999994,-332.2499999999994,1000.0,1000.0,1000.0,1
96,-243.59000000000023,-243.59000000000023,-243.59000000000023,1000.0,1000.0,1000.0,1
97,-267.78000000000014,-267.78000000000014,-267.78000000000014,1000.0,1000.0,1000.0,1
98,-288.9900000000002,-288.9900000000002,-288.9900000000002,1000.0,1000.0,1000.0,1
99,-310.33000000000015,-310.33000000000015,-310.33000000000015,1000.0,1000.0,1000.0,1
100,-289.50999999999965,-289.50999999999965,-289.50999999999965,1000.0,1000.0,1000.0,1
101,-204.89500000000032,-204.89500000000032,-204.89500000000032,1000.0,1000.0,1000.0,1
102,-258.47,-258.47,-258.47,1000.0,1000.0,1000.0,1
103,-254.5600000000006,-254.5600000000006,-254.5600000000006,1000.0,1000.0,1000.0,1
104,-328.56499999999966,-328.56499999999966,-328.56499999999966,1000.0,1000.0,1000.0,1
105,-275.3950000000003,-275.3950000000003,-275.3950000000003,1000.0,1000.0,1000.0,1
106,-239.28500000000037,-239.28500000000037,-239.28500000000037,1000.0,1000.0,1000.0,1
107,-226.44499999999957,-226.44499999999957,-226.44499999999957,1000.0,1000.0,1000.0,1
108,-249.5950000000001,-249.5950000000001,-249.5950000000001,1000.0,1000.0,1000.0,1
109,-275.4749999999998,-275.4749999999998,-275.4749999999998,1000.0,1000.0,1000.0,1
110,-244.19499999999923,-244.19499999999923,-244.19499999999923,1000.0,1000.0,1000.0,1
111,-261.6299999999996,-261.6299999999996,-261.6299999999996,1000.0,1000.0,1000.0,1
112,-298.86,-298.86,-298.86,1000.0,1000.0,1000.0,1
113,-328.2149999999995,-328.2149999999995,-328.2149999999995,1000.0,1000.0,1000.0,1
114,-269.0750000000006,-269.0750000000006,-269.0750000000006,1000.0,1000.0,1000.0,1
115,-250.95999999999995,-250.95999999999995,-250.95999999999995,1000.0,1000.0,1000.0,1
116,-260.6050000000009,-260.6050000000009,-260.6050000000009,1000.0,1000.0,1000.0,1
117,-244.19999999999962,-244.19999999999962,-244.19999999999962,1000.0,1000.0,1000.0,1
118,-285.3599999999998,-285.3599999999998,-285.3599999999998,1000.0,1000.0,1000.0,1
119,-262.23999999999984,-262.23999999999984,-262.23999999999984,1000.0,1000.0,1000.0,1
120,-248.6099999999999,-248.6099999999999,-248.6099999999999,1000.0,1000.0,1000.0,1
121,-267.23500000000024,-267.23500000000024,-267.23500000000024,1000.0,1000.0,1000.0,1
122,-217.03999999999934,-217.03999999999934,-217.03999999999934,1000.0,1000.0,1000.0,1
123,-270.81999999999994,-270.81999999999994,-270.81999999999994,1000.0,1000.0,1000.0,1
124,-252.34499999999997,-252.34499999999997,-252.34499999999997,1000.0,1000.0,1000.0,1
125,-247.85499999999973,-247.85499999999973,-247.85499999999973,1000.0,1000.0,1000.0,1
126,-280.1000000000001,-280.1000000000001,-280.1000000000001,1000.0,1000.0,1000.0,1
127,-255.11500000000035,-255.11500000000035,-255.11500000000035,1000.0,1000.0,1000.0,1
128,-255.13499999999942,-255.13499999999942,-255.13499999999942,1000.0,1000.0,1000.0,1
129,-267.92500000000024,-267.92500000000024,-267.92500000000024,1000.0,1000.0,1000.0,1
130,-282.7950000000001,-282.7950000000001,-282.7950000000001,1000.0,1000.0,1000.0,1
131,-231.39000000000033,-231.39000000000033,-231.39000000000033,1000.0,1000.0,1000.0,1
132,-250.1549999999999,-250.1549999999999,-250.1549999999999,1000.0,1000.0,1000.0,1
133,-221.83000000000067,-221.83000000000067,-221.83000000000067,1000.0,1000.0,1000.0,1
134,-272.9050000000006,-272.9050000000006,-272.9050000000006,1000.0,1000.0,1000.0,1
135,-270.18499999999995,-270.18499999999995,-270.18499999999995,1000.0,1000.0,1000.0,1
136,-234.7550000000001,-234.7550000000001,-234.7550000000001,1000.0,1000.0,1000.0,1
137,-208.31000000000003,-208.31000000000003,-208.31000000000003,1000.0,1000.0,1000.0,1
138,-207.3799999999999,-207.3799999999999,-207.3799999999999,1000.0,1000.0,1000.0,1
139,-225.8350000000001,-225.8350000000001,-225.8350000000001,1000.0,1000.0,1000.0,1
140,-247.2800000000005,-247.2800000000005,-247.2800000000005,1000.0,1000.0,1000.0,1
141,-218.7850000000003,-218.7850000000003,-218.7850000000003,1000.0,1000.0,1000.0,1
142,-233.12000000000063,-233.12000000000063,-233.12000000000063,1000.0,1000.0,1000.0,1
143,-247.36500000000007,-247.36500000000007,-247.36500000000007,1000.0,1000.0,1000.0,1
144,-290.78999999999945,-290.78999999999945,-290.78999999999945,1000.0,1000.0,1000.0,1
145,-236.1299999999994,-236.1299999999994,-236.1299999999994,1000.0,1000.0,1000.0,1
146,-233.77000000000004,-233.77000000000004,-233.77000000000004,1000.0,1000.0,1000.0,1
147,-227.71000000000018,-227.71000000000018,-227.71000000000018,1000.0,1000.0,1000.0,1
148,-198.80999999999943,-198.80999999999943,-198.80999999999943,1000.0,1000.0,1000.0,1
149,-249.55499999999964,-249.55499999999964,-249.55499999999964,1000.0,1000.0,1000.0,1
150,-213.85999999999973,-213.85999999999973,-213.85999999999973,1000.0,1000.0,1000.0,1
151,-266.1099999999999,-266.1099999999999,-266.1099999999999,1000.0,1000.0,1000.0,1
152,-231.25000000000009,-231.25000000000009,-231.25000000000009,1000.0,1000.0,1000.0,1
153,-251.68000000000018,-251.68000000000018,-251.68000000000018,1000.0,1000.0,1000.0,1
154,-247.26999999999973,-247.26999999999973,-247.26999999999973,1000.0,1000.0,1000.0,1
155,-273.48000000000064,-273.48000000000064,-273.48000000000064,1000.0,1000.0,1000.0,1
156,-308.70499999999925,-308.70499999999925,-308.70499999999925,1000.0,1000.0,1000.0,1
157,-235.47999999999982,-235.47999999999982,-235.47999999999982,1000.0,1000.0,1000.0,1
158,-227.58000000000052,-227.58000000000052,-227.58000000000052,1000.0,1000.0,1000.0,1
159,-305.78999999999974,-305.78999999999974,-305.78999999999974,1000.0,1000.0,1000.0,1
160,-238.0499999999997,-238.0499999999997,-238.0499999999997,1000.0,1000.0,1000.0,1
161,-269.9849999999998,-269.9849999999998,-269.9849999999998,1000.0,1000.0,1000.0,1
162,-235.0449999999993,-235.0449999999993,-235.0449999999993,1000.0,1000.0,1000.0,1
163,-264.4600000000001,-264.4600000000001,-264.4600000000001,1000.0,1000.0,1000.0,1
164,-289.35999999999973,-289.35999999999973,-289.35999999999973,1000.0,1000.0,1000.0,1
165,-194.58499999999952,-194.58499999999952,-194.58499999999952,1000.0,1000.0,1000.0,1
166,-246.05500000000015,-246.05500000000015,-246.05500000000015,1000.0,1000.0,1000.0,1
167,-212.52500000000006,-212.52500000000006,-212.52500000000006,1000.0,1000.0,1000.0,1
168,-290.18500000000006,-290.18500000000006,-290.18500000000006,1000.0,1000.0,1000.0,1
169,-219.52499999999924,-219.52499999999924,-219.52499999999924,1000.0,1000.0,1000.0,1
170,-252.83000000000018,-252.83000000000018,-252.83000000000018,1000.0,1000.0,1000.0,1
171,-299.595,-299.595,-299.595,1000.0,1000.0,1000.0,1
172,-270.62499999999966,-270.62499999999966,-270.62499999999966,1000.0,1000.0,1000.0,1
173,-210.47499999999945,-210.47499999999945,-210.47499999999945,1000.0,1000.0,1000.0,1
174,-221.0449999999998,-221.0449999999998,-221.0449999999998,1000.0,1000.0,1000.0,1
175,-242.44499999999942,-242.44499999999942,-242.44499999999942,1000.0,1000.0,1000.0,1
176,-274.5250000000003,-274.5250000000003,-274.5250000000003,1000.0,1000.0,1000.0,1
177,-284.0049999999994,-284.0049999999994,-284.0049999999994,1000.0,1000.0,1000.0,1
178,-248.24500000000006,-248.24500000000006,-248.24500000000006,1000.0,1000.0,1000.0,1
179,-211.11499999999918,-211.11499999999918,-211.11499999999918,1000.0,1000.0,1000.0,1
180,-235.99000000000018,-235.99000000000018,-235.99000000000018,1000.0,1000.0,1000.0,1
181,-286.6549999999999,-286.6549999999999,-286.6549999999999,1000.0,1000.0,1000.0,1
182,-242.20999999999984,-242.20999999999984,-242.20999999999984,1000.0,1000.0,1000.0,1
183,-241.28499999999977,-241.28499999999977,-241.28499999999977,1000.0,1000.0,1000.0,1
184,-232.63,-232.63,-232.63,1000.0,1000.0,1000.0,1
185,-244.33499999999978,-244.33499999999978,-244.33499999999978,1000.0,1000.0,1000.0,1
186,-284.8900000000001,-284.8900000000001,-284.8900000000001,1000.0,1000.0,1000.0,1
187,-209.72000000000034,-209.72000000000034,-209.72000000000034,1000.0,1000.0,1000.0,1
188,-269.23999999999955,-269.23999999999955,-269.23999999999955,1000.0,1000.0,1000.0,1
189,-288.0000000000009,-288.0000000000009,-288.0000000000009,1000.0,1000.0,1000.0,1
190,-204.9749999999999,-204.9749999999999,-204.9749999999999,1000.0,1000.0,1000.0,1
191,-268.09999999999985,-268.09999999999985,-268.09999999999985,1000.0,1000.0,1000.0,1
192,-238.2149999999997,-238.2149999999997,-238.2149999999997,1000.0,1000.0,1000.0,1
193,-221.41000000000068,-221.41000000000068,-221.41000000000068,1000.0,1000.0,1000.0,1
194,-246.18999999999983,-246.18999999999983,-246.18999999999983,1000.0,1000.0,1000.0,1
195,-228.68000000000046,-228.68000000000046,-228.68000000000046,1000.0,1000.0,1000.0,1
196,-230.26000000000047,-230.26000000000047,-230.26000000000047,1000.0,1000.0,1000.0,1
197,-220.28999999999994,-220.28999999999994,-220.28999999999994,1000.0,1000.0,1000.0,1
198,-224.28000000000029,-224.28000000000029,-224.28000000000029,1000.0,1000.0,1000.0,1
199,-237.96000000000043,-237.96000000000043,-237.96000000000043,1000.0,1000.0,1000.0,1
200,-294.82500000000016,-294.82500000000016,-294.82500000000016,1000.0,1000.0,1000.0,1
201,-249.565,-249.565,-249.565,1000.0,1000.0,1000.0,1
202,-355.30000000000047,-355.30000000000047,-355.30000000000047,1000.0,1000.0,1000.0,1
203,-232.33999999999972,-232.33999999999972,-232.33999999999972,1000.0,1000.0,1000.0,1
204,-219.93000000000018,-219.93000000000018,-219.93000000000018,1000.0,1000.0,1000.0,1
205,-274.99500000000023,-274.99500000000023,-274.99500000000023,1000.0,1000.0,1000.0,1
206,-231.89,-231.89,-231.89,1000.0,1000.0,1000.0,1
207,-235.44000000000028,-235.44000000000028,-235.44000000000028,1000.0,1000.0,1000.0,1
208,-228.43000000000012,-228.43000000000012,-228.43000000000012,1000.0,1000.0,1000.0,1
209,-212.76000000000028,-212.76000000000028,-212.76000000000028,1000.0,1000.0,1000.0,1
210,-212.8050000000004,-212.8050000000004,-212.8050000000004,1000.0,1000.0,1000.0,1
211,-417.18999999999926,-417.18999999999926,-417.18999999999926,1000.0,1000.0,1000.0,1
212,-299.4799999999999,-299.4799999999999,-299.4799999999999,1000.0,1000.0,1000.0,1
213,-221.00500000000062,-221.00500000000062,-221.00500000000062,1000.0,1000.0,1000.0,1
214,-210.44000000000008,-210.44000000000008,-210.44000000000008,1000.0,1000.0,1000.0,1
215,-280.30000000000047,-280.30000000000047,-280.30000000000047,1000.0,1000.0,1000.0,1
216,-408.7599999999998,-408.7599999999998,-408.7599999999998,1000.0,1000.0,1000.0,1
217,-238.76999999999984,-238.76999999999984,-238.76999999999984,1000.0,1000.0,1000.0,1
218,-271.7550000000002,-271.7550000000002,-271.7550000000002,1000.0,1000.0,1000.0,1
219,-242.91500000000065,-242.91500000000065,-242.91500000000065,1000.0,1000.0,1000.0,1
220,-272.8499999999995,-272.8499999999995,-272.8499999999995,1000.0,1000.0,1000.0,1
221,-229.9050000000003,-229.9050000000003,-229.9050000000003,1000.0,1000.0,1000.0,1
222,-198.45499999999964,-198.45499999999964,-198.45499999999964,1000.0,1000.0,1000.0,1
223,-413.7600000000007,-413.7600000000007,-413.7600000000007,1000.0,1000.0,1000.0,1
224,-308.91500000000013,-308.91500000000013,-308.91500000000013,1000.0,1000.0,1000.0,1
225,-326.5550000000001,-326.5550000000001,-326.5550000000001,1000.0,1000.0,1000.0,1
226,-231.5900000000003,-231.5900000000003,-231.5900000000003,1000.0,1000.0,1000.0,1
227,-306.9399999999997,-306.9399999999997,-306.9399999999997,1000.0,1000.0,1000.0,1
228,-232.09500000000003,-232.09500000000003,-232.09500000000003,1000.0,1000.0,1000.0,1
229,-229.96999999999906,-229.96999999999906,-229.96999999999906,1000.0,1000.0,1000.0,1
230,-217.61500000000046,-217.61500000000046,-217.61500000000046,1000.0,1000.0,1000.0,1
231,-268.88499999999976,-268.88499999999976,-268.88499999999976,1000.0,1000.0,1000.0,1
232,-200.57500000000002,-200.57500000000002,-200.57500000000002,1000.0,1000.0,1000.0,1
233,-196.98499999999996,-196.98499999999996,-196.98499999999996,1000.0,1000.0,1000.0,1
234,-209.95999999999992,-209.95999999999992,-209.95999999999992,1000.0,1000.0,1000.0,1
235,-203.9999999999999,-203.9999999999999,-203.9999999999999,1000.0,1000.0,1000.0,1
236,-212.16999999999916,-212.16999999999916,-212.16999999999916,1000.0,1000.0,1000.0,1
237,-249.35999999999999,-249.35999999999999,-249.35999999999999,1000.0,1000.0,1000.0,1
238,-201.78499999999985,-201.78499999999985,-201.78499999999985,1000.0,1000.0,1000.0,1
239,-301.76499999999953,-301.76499999999953,-301.76499999999953,1000.0,1000.0,1000.0,1
240,-241.64999999999907,-241.64999999999907,-241.64999999999907,1000.0,1000.0,1000.0,1
241,-226.9850000000006,-226.9850000000006,-226.9850000000006,1000.0,1000.0,1000.0,1
242,-217.47499999999954,-217.47499999999954,-217.47499999999954,1000.0,1000.0,1000.0,1
243,-214.68499999999955,-214.68499999999955,-214.68499999999955,1000.0,1000.0,1000.0,1
244,-255.885,-255.885,-255.885,1000.0,1000.0,1000.0,1
245,-229.2350000000002,-229.2350000000002,-229.2350000000002,1000.0,1000.0,1000.0,1
246,-238.785,-238.785,-238.785,1000.0,1000.0,1000.0,1
247,-223.08499999999978,-223.08499999999978,-223.08499999999978,1000.0,1000.0,1000.0,1
248,-204.9149999999996,-204.9149999999996,-204.9149999999996,1000.0,1000.0,1000.0,1
249,-235.22499999999974,-235.22499999999974,-235.22499999999974,1000.0,1000.0,1000.0,1
