episode,mode,cumulative_reward,episode_length,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_ok,episode_start_step
48,train,-293.16000000000065,1000,24.654,3.108,557.6305,85.884,389,29,60,1,48000
49,train,-257.3649999999996,1000,21.628,2.739,455.098,74.273,403,32,55,1,49000
50,train,-290.19499999999965,1000,24.359,3.107,553.522,84.903,401,29,55,1,50000
51,train,-289.7449999999995,1000,24.581,2.929,536.3445,80.532,397,31,56,1,51000
52,train,-387.8750000000001,1000,33.077,3.807,682.1045,119.0695,375,29,66,1,52000
53,train,-323.28500000000054,1000,28.172,2.771,592.103,66.1655,401,34,61,1,53000
54,train,-408.8,1000,36.572,2.872,810.513,69.526,389,31,63,1,54000
55,train,-292.06000000000057,1000,24.817,2.926,527.806,88.118,399,32,55,1,55000
56,train,-277.6250000000003,1000,23.276,2.991,536.1155,78.9165,403,31,55,1,56000
57,train,-339.61999999999995,1000,29.882,2.72,710.9195,78.3,370,33,57,1,57000
58,train,-284.8850000000005,1000,24.257,2.821,558.1835,74.256,401,32,55,1,58000
59,train,-315.77999999999975,1000,26.292,3.524,525.188,135.335,391,33,60,1,59000
60,train,-281.7649999999997,1000,23.387,3.193,488.2515,80.7695,392,29,60,1,60000
61,train,-274.00999999999993,1000,22.436,3.31,465.7695,96.636,388,29,54,1,61000
62,train,-329.86499999999967,1000,28.197,3.193,642.242,96.3445,395,32,60,1,62000
63,train,-283.7999999999995,1000,23.715,3.11,503.4345,92.2715,397,31,55,1,63000
64,train,-297.8199999999999,1000,25.114,3.112,566.607,84.573,399,32,60,1,64000
65,train,-302.07499999999936,1000,25.994,2.809,596.1345,77.018,393,32,55,1,65000
66,train,-317.60000000000053,1000,26.678,3.388,589.066,114.17,399,30,55,1,66000
67,train,-298.66999999999996,1000,26.06,2.538,597.9475,67.7345,388,35,55,1,67000
68,train,-275.96499999999935,1000,23.437,2.773,502.631,68.814,398,32,55,1,68000
69,train,-316.3399999999998,1000,27.149,2.99,627.7285,101.625,385,32,54,1,69000
70,train,-335.2699999999996,1000,28.991,3.024,720.0135,80.882,389,30,55,1,70000
71,train,-277.62000000000006,1000,23.547,2.81,507.5845,85.653,387,34,55,1,71000
72,train,-279.3850000000007,1000,24.19,2.499,577.8055,63.768,400,31,55,1,72000
73,train,-397.14499999999975,1000,35.453,2.841,880.311,71.199,371,30,60,1,73000
74,train,-277.6550000000004,1000,23.51,2.837,526.655,74.827,393,33,54,1,74000
75,train,-282.69500000000005,1000,23.729,3.027,493.195,87.329,395,31,55,1,75000
76,train,-278.3649999999998,1000,23.947,2.593,546.7745,71.9835,398,32,55,1,76000
77,train,-385.2699999999995,1000,33.931,3.064,756.499,76.035,404,30,65,1,77000
78,train,-320.6700000000004,1000,27.336,3.154,582.147,81.3165,397,31,60,1,78000
79,train,-263.9299999999993,1000,21.866,3.018,467.439,80.5315,395,28,54,1,79000
80,train,-295.8549999999987,1000,25.693,2.595,626.9295,72.9765,403,30,55,1,80000
81,train,-443.9749999999998,1000,38.987,3.607,968.737,92.6005,391,28,68,1,81000
82,train,-293.2200000000004,1000,24.828,2.996,559.1745,90.469,385,30,55,1,82000
83,train,-312.0699999999997,1000,26.887,2.88,621.917,80.9215,388,31,54,1,83000
84,train,-270.85499999999956,1000,23.046,2.693,461.7715,68.54,402,32,56,1,84000
85,train,-289.5899999999991,1000,24.291,3.112,528.753,88.7405,390,32,55,1,85000
86,train,-279.9649999999997,1000,23.456,3.027,484.75,86.584,385,32,54,1,86000
87,train,-279.06499999999943,1000,23.078,3.219,479.583,88.0415,382,30,55,1,87000
88,train,-252.76000000000025,1000,20.893,2.922,452.289,79.938,390,31,51,1,88000
89,train,-254.15000000000035,1000,21.458,2.638,466.1465,69.912,391,34,52,1,89000
90,train,-281.5800000000012,1000,24.036,2.748,535.479,77.9135,380,31,52,1,90000
91,train,-309.9399999999998,1000,26.764,2.82,617.367,70.532,384,31,52,1,91000
92,train,-283.6249999999999,1000,23.969,2.929,516.0565,77.9085,390,29,52,1,92000
93,train,-331.7799999999996,1000,28.972,2.804,722.591,76.5325,395,31,52,1,93000
94,train,-307.4099999999998,1000,26.49,2.834,579.4445,81.1115,386,29,55,1,94000
95,train,-318.50999999999937,1000,27.636,2.81,695.3645,75.049,394,31,54,1,95000
96,train,-322.5649999999998,1000,27.722,3.023,691.2945,85.4565,391,33,54,1,96000
97,train,-329.66499999999996,1000,28.765,2.801,647.7285,77.9545,391,31,52,1,97000
98,train,-387.5149999999998,1000,33.893,3.239,758.1165,88.139,394,30,62,1,98000
99,train,-290.2100000000003,1000,25.472,2.366,566.481,56.2765,389,32,54,1,99000
100,train,-288.9899999999999,1000,24.687,2.808,575.4345,80.45,395,29,51,1,100000
101,train,-307.46000000000015,1000,26.3,2.964,647.334,94.2025,395,31,50,1,101000
102,train,-318.02999999999946,1000,28.239,2.376,700.3165,57.0155,393,32,56,1,102000
103,train,-325.86999999999995,1000,28.924,2.442,646.5865,56.1905,402,31,55,1,103000
104,train,-360.0099999999997,1000,31.153,3.232,774.919,87.9255,388,28,60,1,104000
105,train,-322.7699999999999,1000,27.894,2.922,681.754,75.7345,393,32,55,1,105000
106,train,-310.25999999999954,1000,26.502,3.016,580.5275,95.1575,381,34,55,1,106000
107,train,-303.75500000000045,1000,25.133,3.495,534.537,127.363,397,33,55,1,107000
108,train,-308.55499999999967,1000,26.189,3.111,586.8435,99.1245,393,30,55,1,108000
109,train,-296.78000000000037,1000,25.193,2.99,582.9935,85.8335,386,30,55,1,109000
110,train,-304.98999999999995,1000,26.557,2.628,652.474,69.679,390,32,51,1,110000
111,train,-280.75999999999965,1000,23.816,2.84,558.5885,72.111,397,33,54,1,111000
112,train,-331.10000000000036,1000,28.832,2.852,685.8475,75.8115,378,33,52,1,112000
113,train,-298.2250000000012,1000,25.357,2.977,603.477,86.1395,389,31,52,1,113000
114,train,-289.72499999999894,1000,24.744,2.819,579.7725,76.457,395,33,51,1,114000
115,train,-297.5650000000003,1000,25.396,2.907,604.314,76.2215,379,31,53,1,115000
116,train,-333.18999999999915,1000,28.732,3.058,670.2105,78.893,389,29,54,1,116000
117,train,-321.1349999999995,1000,27.291,3.215,663.6575,102.516,396,30,55,1,117000
118,train,-303.59,1000,26.018,2.894,614.1295,82.639,390,33,52,1,118000
119,train,-342.07499999999936,1000,29.505,3.135,668.019,83.6945,393,32,57,1,119000
120,train,-362.7949999999989,1000,31.571,3.139,771.6005,96.1825,392,31,56,1,120000
121,train,-294.2300000000002,1000,25.991,2.288,643.863,58.5025,394,32,53,1,121000
122,train,-352.78499999999957,1000,30.81,2.979,766.9325,74.5255,386,27,55,1,122000
123,train,-301.18500000000023,1000,26.451,2.445,656.843,64.7725,395,34,51,1,123000
124,train,-291.5749999999993,1000,23.948,3.473,589.041,111.841,387,31,52,1,124000
125,train,-277.50999999999954,1000,23.356,2.93,535.407,85.6115,389,30,51,1,125000
126,train,-303.67500000000064,1000,26.919,2.299,636.0265,58.0275,391,30,53,1,126000
127,train,-270.375,1000,22.983,2.703,531.145,72.9845,387,29,52,1,127000
128,train,-312.93499999999943,1000,27.068,2.817,610.974,72.3045,390,30,54,1,128000
129,train,-317.7400000000001,1000,27.799,2.65,625.4725,73.9245,384,29,51,1,129000
130,train,-306.0149999999995,1000,26.952,2.433,638.1655,63.0875,397,30,51,1,130000
131,train,-302.0999999999996,1000,26.163,2.698,655.161,69.908,396,29,52,1,131000
132,train,-291.34000000000003,1000,25.429,2.47,564.8175,61.9145,395,29,51,1,132000
133,train,-298.9150000000009,1000,25.492,2.933,583.9345,79.5105,392,26,51,1,133000
134,train,-353.15999999999974,1000,30.69,3.084,753.4865,85.155,389,33,51,1,134000
135,train,-260.55499999999995,1000,21.692,2.909,466.541,82.1305,389,31,51,1,135000
136,train,-328.4150000000002,1000,29.396,2.297,740.283,55.324,374,32,55,1,136000
137,train,-322.7349999999997,1000,27.994,2.853,667.5035,72.963,380,31,53,1,137000
138,train,-317.20999999999924,1000,27.728,2.662,638.257,66.397,402,31,55,1,138000
139,train,-268.3850000000003,1000,22.505,2.889,516.2985,74.7115,395,32,51,1,139000
140,train,-393.6800000000005,1000,34.973,2.93,1049.337,77.3685,388,31,52,1,140000
141,train,-308.2549999999995,1000,25.592,3.489,643.9465,105.124,394,30,51,1,141000
142,train,-312.9549999999999,1000,27.232,2.709,652.084,68.8895,393,32,50,1,142000
143,train,-319.1149999999999,1000,27.239,3.115,676.5825,88.113,393,31,51,1,143000
144,train,-310.59999999999997,1000,26.377,3.122,595.1615,111.9305,399,32,51,1,144000
145,train,-290.74999999999966,1000,24.626,2.966,609.628,77.9805,394,32,50,1,145000
146,train,-420.6399999999999,1000,37.399,3.11,809.0195,77.3085,377,33,65,1,146000
147,train,-284.0400000000002,1000,24.561,2.562,524.576,64.337,402,32,55,1,147000
148,train,-348.48500000000007,1000,30.026,3.215,802.973,101.68,390,32,55,1,148000
149,train,-281.4850000000001,1000,23.128,3.347,541.467,106.8955,402,31,51,1,149000
150,train,-350.77500000000066,1000,30.573,3.003,764.695,78.3435,387,34,52,1,150000
151,train,-297.1399999999996,1000,25.871,2.562,627.5045,67.538,390,32,54,1,151000
152,train,-288.0699999999996,1000,25.03,2.518,593.9245,74.7385,395,31,52,1,152000
153,train,-284.24499999999966,1000,24.223,2.801,546.6695,77.691,392,31,51,1,153000
154,train,-274.59999999999985,1000,22.72,3.16,505.103,101.7275,392,33,51,1,154000
155,train,-316.80500000000035,1000,27.392,2.859,694.3135,80.677,396,29,52,1,155000
156,train,-321.6450000000002,1000,28.323,2.561,783.525,64.171,375,35,45,1,156000
157,train,-297.6099999999992,1000,26.002,2.506,586.9055,68.019,393,30,52,1,157000
158,train,-396.9799999999992,1000,35.426,2.848,878.225,77.0455,396,29,55,1,158000
159,train,-282.1700000000005,1000,23.447,3.18,530.3465,92.8065,395,31,51,1,159000
160,train,-323.67499999999956,1000,28.16,2.805,741.1135,76.21,395,30,52,1,160000
161,train,-291.00500000000017,1000,26.051,2.033,616.3825,49.063,393,33,51,1,161000
162,train,-309.37000000000074,1000,26.773,2.776,606.9075,77.03,400,30,50,1,162000
163,train,-307.1350000000008,1000,26.977,2.491,671.119,68.5445,392,32,51,1,163000
164,train,-303.3700000000003,1000,26.473,2.576,615.407,65.977,388,32,51,1,164000
165,train,-277.180000000001,1000,23.197,3.014,562.182,89.9925,396,32,51,1,165000
166,train,-323.62000000000006,1000,27.664,3.132,664.5105,100.388,388,34,52,1,166000
167,train,-294.3299999999996,1000,24.903,3.02,570.662,87.8155,395,32,52,1,167000
168,train,-342.70000000000044,1000,30.4,2.58,859.415,64.912,390,30,45,1,168000
169,train,-359.59999999999866,1000,31.43,3.02,795.2145,88.319,399,31,50,1,169000
170,train,-344.15500000000014,1000,30.571,2.563,758.0605,70.2545,377,32,53,1,170000
171,train,-373.3949999999991,1000,32.751,3.059,735.0725,80.434,381,29,62,1,171000
172,train,-319.5049999999995,1000,27.839,2.741,696.3685,83.164,389,31,52,1,172000
173,train,-337.98499999999984,1000,29.477,2.881,703.5215,76.6025,395,33,54,1,173000
174,train,-304.0399999999996,1000,26.72,2.456,730.782,66.714,387,30,45,1,174000
175,train,-309.94000000000034,1000,26.902,2.728,670.0785,71.382,387,31,51,1,175000
176,train,-314.1450000000004,1000,27.81,2.403,674.161,62.696,392,29,51,1,176000
177,train,-287.03500000000014,1000,24.274,2.953,556.2675,79.1145,393,31,51,1,177000
178,train,-271.635,1000,23.043,2.747,510.3325,77.2675,394,30,51,1,178000
179,train,-339.7900000000002,1000,29.053,3.284,687.2765,86.9295,383,31,57,1,179000
180,train,-287.9049999999996,1000,25.102,2.459,635.2685,71.0005,395,32,52,1,180000
181,train,-459.0450000000004,1000,41.289,3.077,915.169,86.4385,380,33,61,1,181000
182,train,-322.8749999999997,1000,27.708,3.053,688.3915,92.997,397,32,51,1,182000
183,train,-288.01000000000096,1000,24.844,2.638,617.6745,68.8105,399,31,51,1,183000
184,train,-306.54500000000013,1000,27.041,2.409,684.577,73.8585,392,29,51,1,184000
185,train,-323.2899999999998,1000,27.862,2.978,635.689,93.118,398,31,51,1,185000
186,train,-309.37499999999886,1000,27.372,2.377,661.2695,58.6275,384,31,51,1,186000
187,train,-305.6050000000006,1000,26.695,2.577,638.644,68.9825,390,34,51,1,187000
188,train,-354.70000000000084,1000,31.147,2.882,651.686,82.881,388,31,60,1,188000
189,train,-272.385,1000,23.052,2.791,518.294,77.138,392,30,51,1,189000
190,train,-316.42499999999984,1000,26.571,3.381,624.479,100.5075,394,34,51,1,190000
191,train,-311.7849999999996,1000,27.229,2.633,697.6695,70.7975,393,31,51,1,191000
192,train,-293.0149999999997,1000,25.205,2.731,578.74,78.3085,395,31,53,1,192000
193,train,-344.8099999999998,1000,29.525,3.304,753.9185,100.8765,393,34,51,1,193000
194,train,-298.2800000000002,1000,25.829,2.666,644.2665,71.5635,400,32,51,1,194000
195,train,-310.8699999999994,1000,26.632,2.97,616.361,87.542,388,36,51,1,195000
196,train,-278.2249999999992,1000,23.915,2.605,542.522,65.671,393,32,51,1,196000
197,train,-337.63999999999913,1000,29.027,3.158,809.5145,87.466,375,29,43,1,197000
198,train,-262.59999999999985,1000,22.483,2.518,504.1545,73.5155,392,32,52,1,198000
199,train,-375.91999999999996,1000,32.876,3.144,840.774,95.9335,394,34,51,1,199000
200,eval,-347.3849999999999,1000,30.864,2.583,826.1135,73.319,390,33,50,1,200000
201,eval,-307.8800000000002,1000,26.633,2.77,589.981,72.4885,396,31,51,1,201000
202,eval,-352.0999999999997,1000,30.965,2.83,932.051,72.4865,383,30,41,1,202000
203,eval,-353.6250000000003,1000,30.963,2.933,915.2195,77.6785,372,31,42,1,203000
204,eval,-327.77000000000004,1000,29.006,2.514,745.8955,62.617,393,30,51,1,204000
205,eval,-342.69500000000033,1000,29.795,2.983,879.802,78.973,374,30,42,1,205000
206,eval,-342.96999999999986,1000,29.935,2.908,885.0615,71.5945,390,31,43,1,206000
207,eval,-339.26,1000,29.894,2.688,855.1705,66.968,383,29,42,1,207000
208,eval,-378.70000000000033,1000,32.716,3.436,765.397,94.3205,390,29,60,1,208000
209,eval,-362.2349999999996,1000,31.773,2.967,717.9825,84.743,383,31,51,1,209000
210,eval,-317.9099999999992,1000,28.074,2.478,700.2665,71.285,399,31,50,1,210000
211,eval,-343.90500000000003,1000,30.198,2.795,883.09,71.292,379,30,43,1,211000
212,eval,-328.87500000000045,1000,28.551,2.891,812.598,74.307,383,27,43,1,212000
213,eval,-324.34500000000105,1000,28.812,2.415,720.5135,61.379,391,30,51,1,213000
214,eval,-320.0700000000001,1000,27.981,2.684,708.3615,86.0055,398,30,51,1,214000
215,eval,-315.05499999999995,1000,27.973,2.355,692.902,55.9465,397,30,51,1,215000
216,eval,-343.0000000000002,1000,29.899,2.934,709.3855,81.5995,386,30,51,1,216000
217,eval,-322.72000000000014,1000,26.746,3.684,635.5835,136.424,388,29,51,1,217000
218,eval,-346.91999999999973,1000,30.42,2.848,842.0535,73.346,391,30,46,1,218000
219,eval,-298.88999999999936,1000,25.563,2.884,593.6485,89.0675,401,30,50,1,219000
220,eval,-328.53000000000026,1000,28.95,2.602,738.7755,71.9335,399,30,50,1,220000
221,eval,-348.7799999999995,1000,31.239,2.426,797.0475,66.667,386,34,50,1,221000
222,eval,-324.44500000000045,1000,28.261,2.789,679.32,80.8925,394,33,51,1,222000
223,eval,-362.4549999999998,1000,32.056,2.793,835.7275,75.69,379,32,50,1,223000
224,eval,-295.1450000000005,1000,25.358,2.771,631.418,75.159,392,31,50,1,224000
225,eval,-329.39499999999964,1000,28.801,2.759,741.3045,74.786,399,32,50,1,225000
226,eval,-323.6949999999994,1000,28.399,2.647,737.1005,70.035,396,31,51,1,226000
227,eval,-341.76500000000055,1000,30.191,2.657,863.99,64.545,373,33,42,1,227000
228,eval,-294.05499999999995,1000,25.348,2.705,602.2105,80.3535,396,31,51,1,228000
229,eval,-353.9100000000003,1000,31.35,2.694,895.9865,66.0405,392,32,44,1,229000
230,eval,-352.19499999999914,1000,30.973,2.831,803.8215,74.8265,381,31,48,1,230000
231,eval,-340.6999999999985,1000,29.837,2.822,795.571,74.017,396,29,50,1,231000
232,eval,-332.18999999999977,1000,29.349,2.58,779.362,75.5975,394,30,50,1,232000
233,eval,-310.98000000000013,1000,26.643,2.97,636.4085,79.1465,397,31,51,1,233000
234,eval,-336.4949999999989,1000,29.331,2.879,751.942,80.356,397,30,50,1,234000
235,eval,-350.12,1000,31.082,2.62,906.379,63.7465,377,32,43,1,235000
236,eval,-323.2049999999993,1000,28.923,2.265,699.395,56.7005,399,32,50,1,236000
237,eval,-546.5849999999992,1000,48.549,4.073,1232.577,136.8135,373,30,60,1,237000
238,eval,-341.35999999999933,1000,29.273,3.242,807.9075,87.105,384,30,49,1,238000
239,eval,-326.14499999999975,1000,28.449,2.777,739.2695,73.674,394,29,51,1,239000
240,eval,-323.1200000000002,1000,28.31,2.668,689.8865,70.823,400,30,50,1,240000
241,eval,-307.83000000000015,1000,27.063,2.48,705.854,65.6735,401,31,50,1,241000
242,eval,-315.0999999999999,1000,27.271,2.826,680.293,74.4705,396,31,51,1,242000
243,eval,-348.2000000000005,1000,30.59,2.82,787.5835,74.981,398,29,50,1,243000
244,eval,-430.8699999999998,1000,38.116,3.314,867.809,88.8925,396,29,62,1,244000
245,eval,-313.91000000000037,1000,27.449,2.628,711.681,69.937,399,29,51,1,245000
246,eval,-328.27500000000026,1000,28.593,2.823,709.889,76.879,394,31,51,1,246000
247,eval,-315.4850000000003,1000,27.584,2.643,668.566,68.612,395,28,50,1,247000
248,eval,-343.60499999999973,1000,29.031,3.553,734.6615,97.3075,384,27,50,1,248000
249,eval,-368.924999999999,1000,32.403,2.993,942.91,77.147,378,30,44,1,249000
