episode,mode,cumulative_reward,episode_length,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_ok,episode_start_step
0,train,-379.5000000000009,1000,31.35,4.4,1048.597,149.2165,377,30,36,1,0
1,train,-548.684999999999,1000,44.859,6.673,2091.4425,284.021,361,29,25,1,1000
2,train,-506.6599999999999,1000,40.91,6.504,1644.9545,309.804,379,26,26,1,2000
3,train,-590.42,1000,52.217,4.55,1713.6045,158.1855,346,29,36,1,3000
4,train,-460.6950000000007,1000,41.643,2.951,1333.9125,82.314,365,30,43,1,4000
5,train,-410.89000000000055,1000,37.063,2.684,991.4415,68.473,366,33,50,1,5000
6,train,-372.12499999999994,1000,31.769,3.629,788.229,91.7835,387,30,52,1,6000
7,train,-321.48499999999916,1000,27.251,3.265,699.84,94.696,394,29,46,1,7000
8,train,-390.66999999999996,1000,33.637,3.62,922.8865,116.868,378,31,60,1,8000
9,train,-321.01000000000045,1000,27.811,2.86,650.501,76.361,382,32,55,1,9000
10,train,-289.28500000000037,1000,25.423,2.337,652.276,56.642,376,32,45,1,10000
11,train,-345.19999999999993,1000,30.383,2.758,864.326,67.259,384,31,58,1,11000
12,train,-508.01500000000084,1000,44.722,4.053,1124.916,103.427,360,29,77,1,12000
13,train,-350.1200000000008,1000,30.623,2.926,709.7825,73.811,395,31,60,1,13000
14,train,-321.68999999999943,1000,27.237,3.288,610.727,85.237,384,34,58,1,14000
15,train,-316.4599999999997,1000,27.029,3.078,650.0455,82.143,388,32,54,1,15000
16,train,-413.65999999999957,1000,35.567,3.866,1230.1385,102.9295,369,28,70,1,16000
17,train,-285.9550000000002,1000,24.409,2.791,558.3245,73.8485,389,33,53,1,17000
18,train,-325.8000000000003,1000,27.978,3.068,756.158,73.98,389,32,58,1,18000
19,train,-338.2800000000002,1000,29.361,2.978,698.911,81.8,401,33,60,1,19000
20,train,-293.2349999999999,1000,24.78,3.029,523.2425,99.183,399,29,55,1,20000
21,train,-306.2549999999998,1000,25.758,3.245,664.7695,89.78,392,30,59,1,21000
22,train,-274.845,1000,23.943,2.361,568.367,54.9815,401,32,50,1,22000
23,train,-316.6700000000007,1000,27.191,2.984,588.3905,77.2955,399,28,60,1,23000
24,train,-301.48999999999995,1000,25.742,2.938,539.932,70.755,397,30,62,1,24000
25,train,-285.1600000000005,1000,24.346,2.78,531.757,67.5005,389,29,58,1,25000
26,train,-262.84999999999957,1000,23.075,2.14,518.437,50.6985,402,31,55,1,26000
27,train,-286.27999999999986,1000,24.392,2.824,569.912,78.6885,395,30,55,1,27000
28,train,-319.6949999999997,1000,27.438,3.021,601.486,75.843,370,31,64,1,28000
29,train,-255.32499999999985,1000,22.336,2.131,486.08,51.582,402,31,55,1,29000
30,train,-270.7150000000007,1000,23.653,2.279,517.171,49.4575,394,31,60,1,30000
31,train,-340.88499999999976,1000,29.209,3.253,703.234,87.305,393,29,60,1,31000
32,train,-261.55499999999984,1000,22.836,2.213,435.1995,44.408,399,34,60,1,32000
33,train,-304.0900000000002,1000,26.947,2.308,578.911,52.5775,390,35,62,1,33000
34,train,-271.6250000000001,1000,23.129,2.689,500.8885,66.1905,405,30,60,1,34000
35,train,-260.53499999999974,1000,22.008,2.697,448.018,62.53,405,32,61,1,35000
36,train,-315.9400000000001,1000,27.91,2.456,637.788,54.774,379,32,63,1,36000
37,train,-277.5949999999998,1000,23.51,2.833,533.4015,96.3345,395,31,56,1,37000
38,train,-252.38,1000,21.512,2.484,476.2,61.6505,399,33,56,1,38000
39,train,-273.31999999999977,1000,23.816,2.344,493.4795,54.7305,390,32,55,1,39000
40,train,-290.50499999999994,1000,23.703,3.565,519.1495,120.1715,397,32,62,1,40000
41,train,-275.0599999999996,1000,24.002,2.336,546.875,51.93,399,31,55,1,41000
42,train,-293.8650000000006,1000,24.345,3.361,581.509,103.5555,386,29,53,1,42000
43,train,-268.2199999999995,1000,22.403,2.946,450.4745,88.946,404,30,55,1,43000
44,train,-283.85500000000036,1000,24.295,2.727,522.3055,77.6425,402,31,55,1,44000
45,train,-284.5799999999995,1000,25.125,2.222,492.742,45.632,403,32,60,1,45000
46,train,-241.1149999999995,1000,20.906,2.137,425.888,48.038,400,29,56,1,46000
47,train,-311.47499999999917,1000,26.823,2.883,644.8515,77.5885,399,30,55,1,47000
