episode_start_step,seed_0,seed_1,seed_2
50000,-324.86500000000024,-290.19499999999965,-359.2899999999996
51000,-339.4099999999996,-289.7449999999995,-318.2700000000001
52000,-443.58,-387.8750000000001,-358.2399999999998
53000,-336.3049999999997,-323.28500000000054,-327.01499999999965
54000,-324.40999999999985,-408.8,-306.9199999999995
55000,-339.9199999999992,-292.06000000000057,-300.22000000000014
56000,-325.3200000000005,-277.6250000000003,-277.38499999999965
57000,-353.5450000000003,-339.61999999999995,-319.09999999999985
58000,-318.2099999999997,-284.8850000000005,-303.16500000000053
59000,-332.0799999999998,-315.77999999999975,-337.1749999999997
60000,-313.51499999999874,-281.7649999999997,-333.64499999999964
61000,-355.4399999999996,-274.00999999999993,-336.5999999999996
62000,-338.38000000000017,-329.86499999999967,-300.4299999999998
63000,-351.26999999999987,-283.7999999999995,-297.1950000000004
64000,-355.14000000000027,-297.8199999999999,-265.4449999999997
65000,-395.3949999999999,-302.07499999999936,-307.4049999999999
66000,-295.37499999999943,-317.60000000000053,-293.62000000000023
67000,-324.2300000000003,-298.67,-295.4849999999999
68000,-293.0249999999988,-275.9649999999993,-363.3500000000004
69000,-286.15000000000003,-316.3399999999998,-349.42000000000024
70000,-356.6050000000003,-335.2699999999996,-284.27499999999964
71000,-316.12,-277.62000000000006,-324.42999999999995
72000,-306.0049999999994,-279.3850000000007,-301.9300000000006
73000,-326.46499999999975,-397.14499999999975,-329.8050000000009
74000,-313.69499999999994,-277.6550000000004,-320.63000000000034
75000,-314.4500000000005,-282.69500000000005,-321.06000000000074
76000,-298.3400000000008,-278.3649999999998,-310.4399999999995
77000,-294.6900000000003,-385.2699999999995,-349.18999999999943
78000,-294.8450000000001,-320.6700000000004,-349.8849999999998
79000,-356.7500000000002,-263.9299999999993,-323.3649999999996
80000,-293.8500000000005,-295.8549999999987,-288.7499999999994
81000,-318.64999999999986,-443.9749999999998,-292.69499999999977
82000,-303.91000000000065,-293.2200000000004,-311.76999999999987
83000,-312.54999999999967,-312.0699999999997,-318.62500000000045
84000,-316.975,-270.8549999999996,-322.23500000000024
85000,-307.194999999999,-289.5899999999991,-306.4550000000003
86000,-380.2950000000002,-279.9649999999997,-288.34500000000014
87000,-294.39000000000004,-279.06499999999943,-314.20999999999947
88000,-296.91999999999973,-252.76000000000025,-385.8250000000005
89000,-319.26500000000084,-254.15000000000035,-327.9199999999996
90000,-300.2450000000001,-281.5800000000012,-295.57000000000033
91000,-302.690000000001,-309.9399999999998,-276.8250000000004
92000,-308.74000000000007,-283.6249999999999,-300.5949999999999
93000,-298.4850000000001,-331.7799999999996,-311.7049999999998
94000,-268.43999999999994,-307.4099999999998,-312.20499999999964
95000,-296.98499999999933,-318.50999999999937,-319.9900000000006
96000,-260.99499999999995,-322.5649999999998,-292.96000000000004
97000,-281.4799999999997,-329.665,-312.6599999999991
98000,-315.90500000000003,-387.5149999999998,-310.10000000000014
99000,-316.9750000000005,-290.2100000000003,-344.1649999999992
100000,-314.0949999999985,-288.9899999999999,-343.0649999999997
101000,-309.57000000000016,-307.4600000000001,-368.0049999999988
102000,-289.89500000000044,-318.02999999999946,-373.3600000000002
103000,-323.449999999999,-325.86999999999995,-293.3850000000006
104000,-321.44999999999976,-360.0099999999997,-299.34500000000014
105000,-280.22500000000053,-322.7699999999999,-364.5999999999996
106000,-329.76499999999976,-310.25999999999954,-315.85500000000025
107000,-259.23,-303.75500000000045,-341.535
108000,-292.65000000000015,-308.55499999999967,-304.16500000000025
109000,-322.1049999999999,-296.7800000000004,-296.9049999999996
110000,-295.76999999999987,-304.98999999999995,-302.17
111000,-330.80499999999915,-280.75999999999965,-302.85500000000064
112000,-279.28999999999985,-331.1000000000004,-312.83000000000004
113000,-345.62999999999926,-298.2250000000012,-308.4700000000004
114000,-264.8350000000006,-289.72499999999894,-320.93000000000006
115000,-343.92999999999915,-297.5650000000003,-302.9800000000002
116000,-257.8500000000004,-333.18999999999915,-328.4099999999995
117000,-331.3300000000005,-321.1349999999995,-343.5499999999996
118000,-317.9750000000006,-303.59,-367.3099999999997
119000,-317.89999999999884,-342.07499999999936,-291.31499999999994
120000,-281.0899999999995,-362.7949999999989,-358.59499999999963
121000,-337.22,-294.2300000000002,-351.1900000000004
122000,-287.2400000000001,-352.7849999999996,-282.0199999999998
123000,-284.0849999999996,-301.18500000000023,-369.85999999999984
124000,-332.1100000000002,-291.5749999999993,-324.37
125000,-273.1500000000006,-277.50999999999954,-305.325
126000,-372.57000000000016,-303.67500000000064,-352.34999999999985
127000,-366.14500000000015,-270.375,-306.9849999999996
128000,-367.6650000000007,-312.93499999999943,-330.0399999999993
129000,-303.43499999999955,-317.7400000000001,-329.54000000000025
130000,-298.6600000000005,-306.0149999999995,-270.5749999999997
131000,-349.0150000000011,-302.0999999999996,-317.294999999999
132000,-281.815,-291.34000000000003,-263.9799999999996
133000,-345.53999999999985,-298.9150000000009,-306.3599999999996
134000,-262.9650000000008,-353.15999999999974,-403.5499999999997
135000,-386.10500000000025,-260.55499999999995,-331.33499999999964
136000,-355.92499999999967,-328.4150000000002,-283.57999999999925
137000,-316.3600000000003,-322.7349999999997,-329.8200000000005
138000,-287.36500000000063,-317.20999999999924,-314.98500000000035
139000,-341.5200000000006,-268.3850000000003,-317.04999999999995
140000,-338.2599999999999,-393.6800000000005,-284.75999999999993
141000,-423.33,-308.2549999999995,-321.9249999999997
142000,-307.48499999999984,-312.9549999999999,-274.255
143000,-293.4399999999986,-319.1149999999999,-341.1900000000007
144000,-434.06000000000137,-310.6,-328.1250000000002
145000,-290.80999999999943,-290.74999999999966,-387.7750000000004
146000,-290.19500000000056,-420.6399999999999,-307.4099999999998
147000,-316.24499999999983,-284.0400000000002,-415.7099999999992
148000,-305.00500000000005,-348.48500000000007,-275.3199999999998
149000,-248.9700000000001,-281.4850000000001,-314.9000000000011
150000,-288.28499999999946,-350.77500000000066,-343.42999999999955
151000,-384.9300000000001,-297.1399999999996,-305.5650000000003
152000,-244.09500000000008,-288.0699999999996,-305.27000000000066
153000,-335.9050000000006,-284.24499999999966,-296.5300000000007
154000,-362.4750000000005,-274.59999999999985,-340.30999999999955
155000,-362.2150000000005,-316.80500000000035,-292.9950000000001
156000,-478.4500000000002,-321.6450000000002,-310.4649999999997
157000,-288.19499999999965,-297.6099999999992,-329.0049999999999
158000,-250.3199999999997,-396.9799999999992,-289.015
159000,-323.36000000000007,-282.1700000000005,-325.7099999999997
160000,-341.6499999999993,-323.6749999999996,-328.2550000000002
161000,-282.2299999999992,-291.00500000000017,-324.79500000000064
162000,-288.6799999999989,-309.37000000000074,-301.6900000000007
163000,-279.7400000000006,-307.1350000000008,-354.5499999999992
164000,-313.66000000000025,-303.3700000000003,-354.6850000000005
165000,-294.5549999999999,-277.180000000001,-334.9000000000006
166000,-319.6700000000009,-323.62000000000006,-341.4600000000001
167000,-334.99000000000035,-294.3299999999996,-356.74500000000006
168000,-288.29,-342.70000000000044,-289.81500000000045
169000,-297.0899999999993,-359.59999999999866,-275.69499999999965
170000,-272.6550000000006,-344.15500000000014,-326.5199999999997
171000,-286.88000000000017,-373.3949999999991,-326.1900000000003
172000,-275.77999999999986,-319.5049999999995,-337.02500000000066
173000,-297.17999999999955,-337.98499999999984,-367.8949999999995
174000,-306.0650000000003,-304.0399999999996,-282.62000000000023
175000,-345.19000000000034,-309.94000000000034,-304.3350000000001
176000,-287.4649999999995,-314.1450000000004,-313.2800000000001
177000,-288.02000000000044,-287.03500000000014,-355.5150000000002
178000,-285.605,-271.635,-307.99000000000024
179000,-287.23500000000007,-339.7900000000002,-326.7900000000006
180000,-327.0900000000001,-287.9049999999996,-353.4449999999999
181000,-281.5299999999995,-459.0450000000004,-298.2949999999996
182000,-274.86500000000115,-322.8749999999997,-278.955
183000,-277.62500000000034,-288.01000000000096,-318.6400000000002
184000,-294.09999999999945,-306.54500000000013,-303.3900000000005
185000,-306.1650000000003,-323.2899999999998,-288.22499999999985
186000,-304.30499999999904,-309.37499999999886,-314.7950000000004
187000,-328.0900000000003,-305.6050000000006,-316.9949999999998
188000,-298.5350000000004,-354.70000000000084,-284.8449999999997
189000,-281.0750000000001,-272.385,-308.04999999999967
190000,-310.98500000000047,-316.42499999999984,-298.8800000000006
191000,-342.3949999999997,-311.7849999999996,-346.2749999999999
192000,-290.0749999999999,-293.0149999999997,-316.87999999999965
193000,-318.38999999999976,-344.8099999999998,-317.0799999999991
194000,-308.5049999999989,-298.2800000000002,-319.42999999999984
195000,-295.4999999999996,-310.8699999999994,-329.1850000000003
196000,-294.4599999999996,-278.2249999999992,-286.02500000000015
197000,-353.39999999999947,-337.63999999999913,-303.1699999999999
198000,-264.6499999999993,-262.59999999999985,-320.55999999999926
199000,-354.5649999999995,-375.92,-300.0700000000001
200000,-317.6600000000004,-347.3849999999999,-322.1299999999998
201000,-343.7549999999998,-307.8800000000002,-325.1700000000006
202000,-339.8899999999997,-352.0999999999997,-339.7649999999997
203000,-363.7850000000005,-353.6250000000003,-313.15000000000043
204000,-359.40499999999946,-327.77000000000004,-348.6549999999998
205000,-299.8949999999997,-342.69500000000033,-311.9399999999997
206000,-323.8100000000002,-342.96999999999986,-310.27999999999975
207000,-331.29499999999945,-339.26,-340.475
208000,-524.7249999999997,-378.70000000000033,-331.64999999999947
209000,-303.30999999999943,-362.2349999999996,-322.86000000000064
210000,-298.36999999999944,-317.9099999999992,-304.2950000000002
211000,-260.94000000000005,-343.90500000000003,-317.38499999999976
212000,-313.0399999999994,-328.87500000000045,-335.92
213000,-334.01000000000005,-324.34500000000105,-300.23999999999984
214000,-296.8399999999996,-320.0700000000001,-329.52000000000066
215000,-316.48999999999984,-315.05499999999995,-330.2899999999995
216000,-322.2000000000002,-343.0000000000002,-317.38499999999954
217000,-312.87999999999863,-322.72000000000014,-332.0050000000002
218000,-310.94000000000045,-346.91999999999973,-348.6749999999997
219000,-272.2600000000005,-298.88999999999936,-328.0099999999996
220000,-319.1350000000003,-328.53000000000026,-309.2349999999999
221000,-302.7849999999991,-348.7799999999995,-329.9749999999992
222000,-307.23500000000075,-324.44500000000045,-304.5650000000004
223000,-294.829999999999,-362.4549999999998,-305.63500000000005
224000,-326.7799999999991,-295.1450000000005,-287.95499999999976
225000,-351.9150000000004,-329.39499999999964,-370.1000000000008
226000,-305.9899999999999,-323.6949999999994,-309.48000000000025
227000,-307.84000000000026,-341.7650000000005,-321.1400000000005
228000,-303.81500000000045,-294.05499999999995,-311.89
229000,-392.6300000000009,-353.9100000000003,-385.0550000000002
230000,-315.4450000000004,-352.19499999999914,-320.38499999999965
231000,-310.8900000000009,-340.6999999999985,-362.1150000000001
232000,-268.7550000000003,-332.18999999999977,-296.6700000000001
233000,-287.67500000000035,-310.98000000000013,-294.44999999999993
234000,-314.89499999999987,-336.4949999999989,-311.4549999999996
235000,-332.3100000000002,-350.12,-355.15999999999946
236000,-297.66500000000025,-323.2049999999993,-338.8350000000004
237000,-344.8400000000002,-546.5849999999992,-321.1149999999998
238000,-360.94499999999937,-341.35999999999933,-362.8100000000003
239000,-320.0149999999994,-326.1449999999997,-293.4649999999997
240000,-334.3099999999996,-323.1200000000002,-334.91499999999934
241000,-310.08999999999963,-307.8300000000001,-303.8299999999998
242000,-296.6349999999996,-315.0999999999999,-332.13000000000056
243000,-354.9900000000011,-348.2000000000005,-349.384999999999
244000,-329.5200000000005,-430.8699999999998,-343.60499999999985
245000,-297.6850000000001,-313.9100000000004,-305.4849999999995
246000,-286.2550000000007,-328.27500000000026,-352.97
247000,-330.4849999999995,-315.4850000000003,-338.0849999999999
248000,-296.19500000000005,-343.60499999999973,-352.1950000000001
249000,-269.745,-368.924999999999,-305.02499999999986
