step,vehicle_queue,ped_queue,tls_phase,switch_count,vehicle_throughput,ped_throughput,reward,cumulative_reward,spawned_vehicles,spawned_peds
2226,24,0,8,50,109,0,-24.0,-31443.0,,
2227,24,0,8,50,109,0,-24.0,-31467.0,,
2228,24,0,8,50,109,0,-24.0,-31491.0,,
2229,24,0,8,50,109,0,-24.0,-31515.0,,
2230,24,0,8,50,109,0,-24.0,-31539.0,,
2231,24,0,8,50,109,0,-24.0,-31563.0,,
2232,24,0,8,50,110,0,-24.0,-31587.0,,
2233,24,0,8,50,110,0,-24.0,-31611.0,,
2234,23,0,8,50,110,0,-23.0,-31634.0,,
2235,23,0,8,50,110,0,-23.0,-31657.0,,
2236,23,0,8,50,110,0,-23.0,-31680.0,,
2237,24,0,8,50,110,0,-24.0,-31704.0,,
2238,24,0,8,50,110,0,-24.0,-31728.0,,
2239,24,0,8,50,110,0,-24.0,-31752.0,,
2240,24,0,8,50,110,0,-24.0,-31776.0,,
2241,25,0,8,50,110,0,-25.0,-31801.0,,
2242,25,0,8,50,110,0,-25.0,-31826.0,,
2243,25,0,8,50,110,0,-25.0,-31851.0,,
2244,25,0,8,50,110,0,-25.0,-31876.0,,
2245,25,0,8,50,110,0,-25.0,-31901.0,,
2246,25,0,8,50,110,0,-25.0,-31926.0,,
2247,25,0,8,50,110,0,-25.0,-31951.0,,
2248,24,0,8,50,110,0,-24.0,-31975.0,,
2249,24,0,8,50,110,0,-24.0,-31999.0,,
2250,24,0,8,50,110,0,-24.0,-32023.0,car_WC_CN.9;car_SC_CE.9;car_NC_CS.9;car_EC_CS.9,
2251,23,0,8,50,110,0,-23.0,-32046.0,,
2252,23,0,8,50,110,0,-23.0,-32069.0,,
2253,23,0,8,50,110,0,-23.0,-32092.0,,
2254,23,0,8,50,110,0,-23.0,-32115.0,,
2255,23,0,8,50,110,0,-23.0,-32138.0,,
2256,23,0,8,50,110,0,-23.0,-32161.0,,
2257,23,0,8,50,110,0,-23.0,-32184.0,,
2258,23,0,8,50,110,0,-23.0,-32207.0,,
2259,23,0,8,50,110,0,-23.0,-32230.0,,
2260,23,0,8,50,110,0,-23.0,-32253.0,,
2261,23,0,8,50,110,0,-23.0,-32276.0,,
2262,23,0,8,50,110,0,-23.0,-32299.0,,
2263,23,0,8,50,110,0,-23.0,-32322.0,,
2264,23,0,8,50,110,0,-23.0,-32345.0,,
2265,23,0,8,50,110,0,-23.0,-32368.0,,
2266,23,0,8,50,110,0,-23.0,-32391.0,,
2267,23,0,8,50,110,0,-23.0,-32414.0,,
2268,23,0,8,50,110,0,-23.0,-32437.0,,
2269,22,0,8,50,110,0,-22.0,-32459.0,,
2270,22,0,9,51,110,0,-22.0,-32481.0,,
2271,22,0,9,51,110,0,-22.0,-32503.0,,
2272,22,0,9,51,110,0,-22.0,-32525.0,,
2273,21,0,9,51,110,0,-21.0,-32546.0,,
2274,21,0,9,51,110,0,-21.0,-32567.0,,
2275,21,0,9,51,110,0,-21.0,-32588.0,,
2276,21,0,9,51,110,0,-21.0,-32609.0,,
2277,21,0,9,51,110,0,-21.0,-32630.0,,
2278,21,0,9,51,110,0,-21.0,-32651.0,,
2279,21,0,9,51,110,0,-21.0,-32672.0,,
2280,21,0,9,51,110,0,-21.0,-32693.0,,
2281,21,0,9,51,110,0,-21.0,-32714.0,,
2282,21,0,9,51,110,0,-21.0,-32735.0,,
2283,21,0,9,51,110,0,-21.0,-32756.0,,
2284,21,0,9,51,110,0,-21.0,-32777.0,,
2285,21,0,9,51,110,0,-21.0,-32798.0,,
2286,21,0,9,51,110,0,-21.0,-32819.0,car_EC_CW.32;car_NC_CW.32;car_SC_CN.32;car_WC_CE.32,
2287,21,0,9,51,110,0,-21.0,-32840.0,,
2288,21,0,9,51,110,0,-21.0,-32861.0,,
2289,21,0,9,51,110,0,-21.0,-32882.0,,
2290,21,0,9,51,110,0,-21.0,-32903.0,,
2291,21,0,9,51,110,0,-21.0,-32924.0,,
2292,21,0,9,51,110,0,-21.0,-32945.0,,
2293,20,0,9,51,111,0,-20.0,-32965.0,,
2294,20,0,9,51,111,0,-20.0,-32985.0,,
2295,20,0,9,51,111,0,-20.0,-33005.0,,
2296,20,0,9,51,111,0,-20.0,-33025.0,,
2297,20,0,9,51,111,0,-20.0,-33045.0,,
2298,19,0,9,51,111,0,-19.0,-33064.0,,
2299,19,0,9,51,111,0,-19.0,-33083.0,,
2300,19,0,9,51,111,0,-19.0,-33102.0,,
2301,19,0,9,51,111,0,-19.0,-33121.0,,
2302,19,0,9,51,111,0,-19.0,-33140.0,,
2303,18,0,9,51,111,0,-18.0,-33158.0,,
2304,18,0,9,51,111,0,-18.0,-33176.0,,
2305,18,0,9,51,111,0,-18.0,-33194.0,,
2306,18,0,9,51,111,0,-18.0,-33212.0,,
2307,18,0,9,51,111,0,-18.0,-33230.0,,
2308,18,0,9,51,111,0,-18.0,-33248.0,,
2309,18,0,9,51,111,0,-18.0,-33266.0,,
2310,18,0,9,51,111,0,-18.0,-33284.0,,
2311,19,0,9,51,111,0,-19.0,-33303.0,,
2312,19,0,9,51,111,0,-19.0,-33322.0,,
2313,19,0,9,51,111,0,-19.0,-33341.0,,
2314,19,0,9,51,111,0,-19.0,-33360.0,,
2315,19,0,9,51,111,0,-19.0,-33379.0,,
2316,19,0,9,51,111,0,-19.0,-33398.0,,
2317,18,0,9,51,111,0,-18.0,-33416.0,,
2318,18,0,9,51,111,0,-18.0,-33434.0,,
2319,18,0,9,51,112,0,-18.0,-33452.0,,
2320,18,0,10,52,112,0,-18.0,-33470.0,,
2321,19,0,10,52,112,0,-19.0,-33489.0,,
2322,19,0,10,52,113,0,-19.0,-33508.0,,
2323,19,0,10,52,114,0,-19.0,-33527.0,,
2324,19,0,10,52,114,0,-19.0,-33546.0,,
2325,19,0,10,52,114,0,-19.0,-33565.0,,
2326,19,0,10,52,114,0,-19.0,-33584.0,,
2327,20,0,10,52,114,0,-20.0,-33604.0,,
2328,20,0,10,52,114,0,-20.0,-33624.0,,
2329,20,0,10,52,114,0,-20.0,-33644.0,,
2330,20,0,10,52,114,0,-20.0,-33664.0,,
2331,20,0,10,52,114,0,-20.0,-33684.0,,
2332,20,0,10,52,114,0,-20.0,-33704.0,,
2333,20,0,10,52,114,0,-20.0,-33724.0,,
2334,20,0,10,52,114,0,-20.0,-33744.0,car_EC_CN.14;car_NC_CE.14;car_WC_CS.14;car_SC_CW.14,
2335,20,0,10,52,114,0,-20.0,-33764.0,,
2336,20,0,10,52,114,0,-20.0,-33784.0,,
2337,20,0,10,52,114,0,-20.0,-33804.0,,
2338,20,0,10,52,114,0,-20.0,-33824.0,,
2339,20,0,10,52,114,0,-20.0,-33844.0,,
2340,21,0,10,52,114,0,-21.0,-33865.0,,
2341,21,0,10,52,114,0,-21.0,-33886.0,,
2342,22,0,10,52,114,0,-22.0,-33908.0,,
2343,22,0,10,52,114,0,-22.0,-33930.0,,
2344,22,0,10,52,114,0,-22.0,-33952.0,,
2345,22,0,10,52,114,0,-22.0,-33974.0,,
2346,22,0,10,52,114,0,-22.0,-33996.0,,
2347,23,0,10,52,114,0,-23.0,-34019.0,,
2348,23,0,10,52,114,0,-23.0,-34042.0,,
2349,23,0,10,52,114,0,-23.0,-34065.0,,
2350,23,0,10,52,114,0,-23.0,-34088.0,,
2351,23,0,10,52,114,0,-23.0,-34111.0,,
2352,23,0,10,52,114,0,-23.0,-34134.0,,
2353,23,0,10,52,114,0,-23.0,-34157.0,,
2354,23,0,10,52,114,0,-23.0,-34180.0,,
2355,22,0,10,52,114,0,-22.0,-34202.0,,
2356,22,0,10,52,114,0,-22.0,-34224.0,,
2357,22,0,10,52,114,0,-22.0,-34246.0,,
2358,22,0,10,52,114,0,-22.0,-34268.0,car_WC_CE.33;car_NC_CW.33;car_EC_CW.33;car_SC_CN.33,
2359,22,0,10,52,114,0,-22.0,-34290.0,,
2360,22,0,11,53,114,0,-22.0,-34312.0,,
2361,22,0,11,53,114,0,-22.0,-34334.0,,
2362,22,0,11,53,114,0,-22.0,-34356.0,,
2363,22,0,11,53,114,0,-22.0,-34378.0,,
2364,22,0,11,53,114,0,-22.0,-34400.0,,
2365,22,0,11,53,114,0,-22.0,-34422.0,,
2366,22,0,11,53,114,0,-22.0,-34444.0,,
2367,22,0,11,53,114,0,-22.0,-34466.0,,
2368,22,0,11,53,114,0,-22.0,-34488.0,,
2369,22,0,11,53,114,0,-22.0,-34510.0,,
2370,23,0,11,53,114,0,-23.0,-34533.0,,
2371,23,0,11,53,114,0,-23.0,-34556.0,,
2372,23,0,11,53,114,0,-23.0,-34579.0,,
2373,23,0,11,53,114,0,-23.0,-34602.0,,
2374,22,0,11,53,114,0,-22.0,-34624.0,,
2375,22,0,11,53,115,0,-22.0,-34646.0,,
2376,22,0,11,53,116,0,-22.0,-34668.0,,
2377,22,0,11,53,116,0,-22.0,-34690.0,,
2378,22,0,11,53,116,0,-22.0,-34712.0,,
2379,22,0,11,53,116,0,-22.0,-34734.0,,
2380,22,0,11,53,116,0,-22.0,-34756.0,,
2381,22,0,11,53,116,0,-22.0,-34778.0,,
2382,22,0,11,53,116,0,-22.0,-34800.0,,
2383,22,0,11,53,117,0,-22.0,-34822.0,,
2384,21,0,11,53,117,0,-21.0,-34843.0,,
2385,21,0,11,53,118,0,-21.0,-34864.0,,
2386,20,0,11,53,118,0,-20.0,-34884.0,,
2387,20,0,11,53,118,0,-20.0,-34904.0,,
2388,21,0,11,53,118,0,-21.0,-34925.0,,
2389,21,0,11,53,118,0,-21.0,-34946.0,,
2390,20,0,11,53,118,0,-20.0,-34966.0,,
2391,19,0,11,53,118,0,-19.0,-34985.0,,
2392,19,0,11,53,118,0,-19.0,-35004.0,,
2393,20,0,11,53,118,0,-20.0,-35024.0,,
2394,20,0,11,53,118,0,-20.0,-35044.0,,
2395,20,0,11,53,118,0,-20.0,-35064.0,,
2396,20,0,11,53,118,0,-20.0,-35084.0,,
2397,20,0,11,53,118,0,-20.0,-35104.0,,
2398,20,0,11,53,118,0,-20.0,-35124.0,,
2399,20,0,11,53,119,0,-20.0,-35144.0,,
2400,20,0,11,53,119,0,-20.0,-35164.0,,
2401,20,0,11,53,119,0,-20.0,-35184.0,,
2402,20,0,11,53,119,0,-20.0,-35204.0,,
2403,20,0,11,53,120,0,-20.0,-35224.0,,
2404,21,0,11,53,120,0,-21.0,-35245.0,,
2405,21,0,11,53,121,0,-21.0,-35266.0,,
2406,22,0,11,53,121,0,-22.0,-35288.0,,
2407,22,0,11,53,121,0,-22.0,-35310.0,,
2408,22,0,11,53,121,0,-22.0,-35332.0,,
2409,22,0,11,53,121,0,-22.0,-35354.0,,
2410,22,0,12,54,122,0,-22.0,-35376.0,,
2411,22,0,12,54,122,0,-22.0,-35398.0,,
2412,21,0,12,54,122,0,-21.0,-35419.0,,
2413,20,0,12,54,122,0,-20.0,-35439.0,,
2414,20,0,12,54,122,0,-20.0,-35459.0,,
2415,20,0,12,54,122,0,-20.0,-35479.0,,
2416,20,0,12,54,122,0,-20.0,-35499.0,,
2417,20,0,12,54,123,0,-20.0,-35519.0,,
2418,20,0,12,54,123,0,-20.0,-35539.0,,
2419,21,0,12,54,124,0,-21.0,-35560.0,,
2420,21,0,12,54,124,0,-21.0,-35581.0,,
2421,21,0,12,54,124,0,-21.0,-35602.0,,
2422,21,0,12,54,124,0,-21.0,-35623.0,,
2423,21,0,12,54,124,0,-21.0,-35644.0,,
2424,22,0,12,54,124,0,-22.0,-35666.0,,
2425,22,0,12,54,124,0,-22.0,-35688.0,,
2426,22,0,12,54,124,0,-22.0,-35710.0,,
2427,22,0,12,54,124,0,-22.0,-35732.0,,
2428,21,0,12,54,124,0,-21.0,-35753.0,,
2429,21,0,12,54,124,0,-21.0,-35774.0,car_EC_CW.34;car_SC_CN.34;car_WC_CE.34;car_NC_CW.34,
2430,21,0,12,54,125,0,-21.0,-35795.0,,
2431,20,0,12,54,126,0,-20.0,-35815.0,,
2432,20,0,12,54,126,0,-20.0,-35835.0,,
2433,20,0,12,54,127,0,-20.0,-35855.0,,
2434,19,0,12,54,128,0,-19.0,-35874.0,,
2435,19,0,12,54,128,0,-19.0,-35893.0,,
2436,19,0,12,54,128,0,-19.0,-35912.0,,
2437,19,0,12,54,128,0,-19.0,-35931.0,,
2438,19,0,12,54,129,0,-19.0,-35950.0,,
2439,19,0,12,54,129,0,-19.0,-35969.0,,
2440,19,0,12,54,129,0,-19.0,-35988.0,,
2441,19,0,12,54,129,0,-19.0,-36007.0,,
2442,19,0,12,54,129,0,-19.0,-36026.0,,
2443,19,0,12,54,129,0,-19.0,-36045.0,,
2444,19,0,12,54,129,0,-19.0,-36064.0,,
2445,19,0,12,54,129,0,-19.0,-36083.0,,
2446,19,0,12,54,130,0,-19.0,-36102.0,,
2447,19,0,12,54,131,0,-19.0,-36121.0,,
2448,19,0,12,54,132,0,-19.0,-36140.0,,
2449,19,0,12,54,133,0,-19.0,-36159.0,,
2450,19,0,13,55,133,0,-19.0,-36178.0,,
2451,19,0,13,55,133,0,-19.0,-36197.0,,
2452,19,0,13,55,133,0,-19.0,-36216.0,,
2453,19,0,13,55,134,0,-19.0,-36235.0,,
2454,19,0,13,55,134,0,-19.0,-36254.0,,
2455,19,0,13,55,134,0,-19.0,-36273.0,,
2456,19,0,13,55,134,0,-19.0,-36292.0,,
2457,19,0,13,55,134,0,-19.0,-36311.0,,
2458,19,0,13,55,134,0,-19.0,-36330.0,,
2459,20,0,13,55,134,0,-20.0,-36350.0,,
2460,20,0,13,55,134,0,-20.0,-36370.0,,
2461,20,0,13,55,134,0,-20.0,-36390.0,,
2462,22,0,13,55,134,0,-22.0,-36412.0,,
2463,22,0,13,55,135,0,-22.0,-36434.0,,
2464,23,0,13,55,135,0,-23.0,-36457.0,,
2465,23,0,13,55,135,0,-23.0,-36480.0,,
2466,23,0,13,55,135,0,-23.0,-36503.0,,
2467,23,0,13,55,136,0,-23.0,-36526.0,,
2468,23,0,13,55,136,0,-23.0,-36549.0,,
2469,24,0,13,55,136,0,-24.0,-36573.0,,
2470,24,0,13,55,136,0,-24.0,-36597.0,,
2471,24,0,13,55,136,0,-24.0,-36621.0,,
2472,24,0,13,55,136,0,-24.0,-36645.0,,
2473,24,0,13,55,136,0,-24.0,-36669.0,,
2474,24,0,13,55,136,0,-24.0,-36693.0,,
2475,24,0,13,55,136,0,-24.0,-36717.0,,
2476,24,0,13,55,136,0,-24.0,-36741.0,,
2477,24,0,13,55,136,0,-24.0,-36765.0,,
2478,24,0,13,55,136,0,-24.0,-36789.0,,
2479,25,0,13,55,136,0,-25.0,-36814.0,,
2480,25,0,0,56,136,0,-25.0,-36839.0,,
2481,25,0,0,56,136,0,-25.0,-36864.0,,
2482,25,0,0,56,136,0,-25.0,-36889.0,,
2483,25,0,0,56,136,0,-25.0,-36914.0,,
2484,25,0,0,56,137,0,-25.0,-36939.0,,
2485,25,0,0,56,137,0,-25.0,-36964.0,,
2486,25,0,0,56,137,0,-25.0,-36989.0,,
2487,25,0,0,56,137,0,-25.0,-37014.0,,
2488,25,0,0,56,137,0,-25.0,-37039.0,,
2489,25,0,0,56,137,0,-25.0,-37064.0,,
2490,25,0,0,56,137,0,-25.0,-37089.0,,
2491,25,0,0,56,137,0,-25.0,-37114.0,,
2492,25,0,0,56,137,0,-25.0,-37139.0,,
2493,25,0,0,56,137,0,-25.0,-37164.0,,
2494,25,0,0,56,137,0,-25.0,-37189.0,,
2495,25,0,0,56,137,0,-25.0,-37214.0,,
2496,25,0,0,56,137,0,-25.0,-37239.0,,
2497,25,0,0,56,137,0,-25.0,-37264.0,,
2498,25,0,0,56,137,0,-25.0,-37289.0,,
2499,25,0,0,56,138,0,-25.0,-37314.0,,
2500,25,0,0,56,138,0,-25.0,-37339.0,car_NC_CS.10;car_EC_CS.10;car_WC_CN.10;car_SC_CE.10,
2501,25,0,0,56,138,0,-25.0,-37364.0,car_WC_CS.15;car_NC_CE.15;car_SC_CW.15;car_SC_CN.35;car_WC_CE.35;car_EC_CW.35;car_NC_CW.35,
2502,24,0,0,56,138,0,-24.0,-37388.0,,
2503,24,0,0,56,138,0,-24.0,-37412.0,,
2504,23,0,0,56,138,0,-23.0,-37435.0,,
2505,22,0,0,56,139,0,-22.0,-37457.0,,
2506,22,0,0,56,139,0,-22.0,-37479.0,,
2507,22,0,0,56,140,0,-22.0,-37501.0,,
2508,21,0,0,56,140,0,-21.0,-37522.0,,
2509,21,0,0,56,140,0,-21.0,-37543.0,,
2510,21,0,0,56,140,0,-21.0,-37564.0,,
2511,21,0,0,56,140,0,-21.0,-37585.0,,
2512,22,0,0,56,140,0,-22.0,-37607.0,car_EC_CN.15,
2513,22,0,0,56,140,0,-22.0,-37629.0,,
2514,22,0,0,56,140,0,-22.0,-37651.0,,
2515,22,0,0,56,140,0,-22.0,-37673.0,,
2516,22,0,0,56,140,0,-22.0,-37695.0,,
2517,22,0,0,56,140,0,-22.0,-37717.0,,
2518,22,0,0,56,140,0,-22.0,-37739.0,,
2519,22,0,0,56,140,0,-22.0,-37761.0,,
2520,22,0,0,56,140,0,-22.0,-37783.0,,
2521,22,0,0,56,140,0,-22.0,-37805.0,,
2522,22,0,0,56,140,0,-22.0,-37827.0,,
2523,22,0,0,56,140,0,-22.0,-37849.0,,
2524,22,0,0,56,140,0,-22.0,-37871.0,,
2525,22,0,0,56,140,0,-22.0,-37893.0,,
2526,21,0,0,56,140,0,-21.0,-37914.0,,
2527,22,0,0,56,140,0,-22.0,-37936.0,,
2528,22,0,0,56,140,0,-22.0,-37958.0,,
2529,22,0,0,56,140,0,-22.0,-37980.0,,
2530,22,0,1,57,141,0,-22.0,-38002.0,,
2531,22,0,1,57,141,0,-22.0,-38024.0,,
2532,22,0,1,57,142,0,-22.0,-38046.0,,
2533,22,0,1,57,142,0,-22.0,-38068.0,,
2534,23,0,1,57,142,0,-23.0,-38091.0,,
2535,23,0,1,57,142,0,-23.0,-38114.0,,
2536,23,0,1,57,142,0,-23.0,-38137.0,,
2537,23,0,1,57,142,0,-23.0,-38160.0,,
2538,23,0,1,57,142,0,-23.0,-38183.0,,
2539,23,0,1,57,142,0,-23.0,-38206.0,,
2540,24,0,1,57,142,0,-24.0,-38230.0,,
2541,24,0,1,57,142,0,-24.0,-38254.0,,
2542,24,0,1,57,142,0,-24.0,-38278.0,,
2543,24,0,1,57,142,0,-24.0,-38302.0,,
2544,24,0,1,57,142,0,-24.0,-38326.0,,
2545,24,0,1,57,142,0,-24.0,-38350.0,,
2546,23,0,1,57,142,0,-23.0,-38373.0,,
2547,24,0,1,57,142,0,-24.0,-38397.0,,
2548,24,0,1,57,142,0,-24.0,-38421.0,,
2549,24,0,1,57,142,0,-24.0,-38445.0,,
2550,24,0,1,57,142,0,-24.0,-38469.0,,
2551,24,0,1,57,142,0,-24.0,-38493.0,,
2552,24,0,1,57,142,0,-24.0,-38517.0,,
2553,24,0,1,57,142,0,-24.0,-38541.0,,
2554,24,0,1,57,142,0,-24.0,-38565.0,,
2555,24,0,1,57,142,0,-24.0,-38589.0,,
2556,24,0,1,57,142,0,-24.0,-38613.0,,
2557,24,0,1,57,142,0,-24.0,-38637.0,,
2558,24,0,1,57,142,0,-24.0,-38661.0,,
2559,24,0,1,57,142,0,-24.0,-38685.0,,
2560,24,0,1,57,142,0,-24.0,-38709.0,,
2561,24,0,1,57,142,0,-24.0,-38733.0,,
2562,24,0,1,57,142,0,-24.0,-38757.0,,
2563,24,0,1,57,142,0,-24.0,-38781.0,,
2564,24,0,1,57,142,0,-24.0,-38805.0,,
2565,24,0,1,57,142,0,-24.0,-38829.0,,
2566,24,0,1,57,142,0,-24.0,-38853.0,,
2567,24,0,1,57,142,0,-24.0,-38877.0,,
2568,24,0,1,57,142,0,-24.0,-38901.0,,
2569,24,0,1,57,142,0,-24.0,-38925.0,,
2570,25,0,1,57,142,0,-25.0,-38950.0,,
2571,25,0,1,57,142,0,-25.0,-38975.0,,
2572,25,0,1,57,143,0,-25.0,-39000.0,car_WC_CE.36;car_EC_CW.36;car_SC_CN.36;car_NC_CW.36,
2573,25,0,1,57,143,0,-25.0,-39025.0,,
2574,24,0,1,57,143,0,-24.0,-39049.0,,
2575,24,0,1,57,143,0,-24.0,-39073.0,,
2576,24,0,1,57,143,0,-24.0,-39097.0,,
2577,24,0,1,57,143,0,-24.0,-39121.0,,
2578,24,0,1,57,143,0,-24.0,-39145.0,,
2579,24,0,1,57,143,0,-24.0,-39169.0,,
2580,24,0,2,58,144,0,-24.0,-39193.0,,
2581,24,0,2,58,144,0,-24.0,-39217.0,,
2582,24,0,2,58,144,0,-24.0,-39241.0,,
2583,24,0,2,58,144,0,-24.0,-39265.0,,
2584,24,0,2,58,144,0,-24.0,-39289.0,,
2585,24,0,2,58,144,0,-24.0,-39313.0,,
2586,24,0,2,58,144,0,-24.0,-39337.0,,
2587,24,0,2,58,144,0,-24.0,-39361.0,,
2588,25,0,2,58,145,0,-25.0,-39386.0,,
2589,25,0,2,58,145,0,-25.0,-39411.0,,
2590,25,0,2,58,145,0,-25.0,-39436.0,,
2591,25,0,2,58,145,0,-25.0,-39461.0,,
2592,26,0,2,58,145,0,-26.0,-39487.0,,
2593,26,0,2,58,145,0,-26.0,-39513.0,,
2594,27,0,2,58,145,0,-27.0,-39540.0,,
2595,27,0,2,58,145,0,-27.0,-39567.0,,
2596,27,0,2,58,145,0,-27.0,-39594.0,,
2597,27,0,2,58,145,0,-27.0,-39621.0,,
2598,27,0,2,58,145,0,-27.0,-39648.0,,
2599,27,0,2,58,145,0,-27.0,-39675.0,,
2600,27,0,2,58,145,0,-27.0,-39702.0,,
2601,27,0,2,58,145,0,-27.0,-39729.0,,
2602,27,0,2,58,145,0,-27.0,-39756.0,,
2603,28,0,2,58,145,0,-28.0,-39784.0,,
2604,27,0,2,58,145,0,-27.0,-39811.0,,
2605,27,0,2,58,145,0,-27.0,-39838.0,,
2606,27,0,2,58,145,0,-27.0,-39865.0,,
2607,27,0,2,58,145,0,-27.0,-39892.0,,
2608,27,0,2,58,145,0,-27.0,-39919.0,,
2609,27,0,2,58,145,0,-27.0,-39946.0,,
2610,27,0,2,58,145,0,-27.0,-39973.0,,
2611,29,0,2,58,145,0,-29.0,-40002.0,,
2612,29,0,2,58,145,0,-29.0,-40031.0,,
2613,29,0,2,58,145,0,-29.0,-40060.0,,
2614,30,0,2,58,145,0,-30.0,-40090.0,,
2615,30,0,2,58,145,0,-30.0,-40120.0,,
2616,30,0,2,58,145,0,-30.0,-40150.0,,
2617,30,0,2,58,145,0,-30.0,-40180.0,,
2618,29,0,2,58,145,0,-29.0,-40209.0,,
2619,29,0,2,58,145,0,-29.0,-40238.0,,
2620,28,0,2,58,145,0,-28.0,-40266.0,,
2621,28,0,2,58,145,0,-28.0,-40294.0,,
2622,28,0,2,58,145,0,-28.0,-40322.0,,
2623,28,0,2,58,145,0,-28.0,-40350.0,,
2624,28,0,2,58,145,0,-28.0,-40378.0,,
2625,27,0,2,58,145,0,-27.0,-40405.0,,
2626,27,0,2,58,145,0,-27.0,-40432.0,,
2627,27,0,2,58,145,0,-27.0,-40459.0,,
2628,27,0,2,58,145,0,-27.0,-40486.0,,
2629,26,0,2,58,145,0,-26.0,-40512.0,,
2630,26,0,3,59,145,0,-26.0,-40538.0,,
2631,26,0,3,59,145,0,-26.0,-40564.0,,
2632,26,0,3,59,145,0,-26.0,-40590.0,,
2633,26,0,3,59,145,0,-26.0,-40616.0,,
2634,26,0,3,59,146,0,-26.0,-40642.0,,
2635,26,0,3,59,146,0,-26.0,-40668.0,,
2636,26,0,3,59,146,0,-26.0,-40694.0,,
2637,26,0,3,59,146,0,-26.0,-40720.0,,
2638,26,0,3,59,146,0,-26.0,-40746.0,,
2639,26,0,3,59,146,0,-26.0,-40772.0,,
2640,26,0,3,59,146,0,-26.0,-40798.0,,
2641,26,0,3,59,147,0,-26.0,-40824.0,,
2642,26,0,3,59,148,0,-26.0,-40850.0,,
2643,26,0,3,59,148,0,-26.0,-40876.0,car_WC_CE.37;car_NC_CW.37;car_EC_CW.37;car_SC_CN.37,
2644,25,0,3,59,148,0,-25.0,-40901.0,,
2645,24,0,3,59,148,0,-24.0,-40925.0,,
2646,24,0,3,59,148,0,-24.0,-40949.0,,
2647,24,0,3,59,148,0,-24.0,-40973.0,,
2648,24,0,3,59,148,0,-24.0,-40997.0,,
2649,23,0,3,59,148,0,-23.0,-41020.0,,
2650,24,0,3,59,148,0,-24.0,-41044.0,,
2651,24,0,3,59,148,0,-24.0,-41068.0,,
2652,24,0,3,59,148,0,-24.0,-41092.0,,
2653,24,0,3,59,148,0,-24.0,-41116.0,,
2654,24,0,3,59,148,0,-24.0,-41140.0,,
2655,24,0,3,59,148,0,-24.0,-41164.0,,
2656,24,0,3,59,148,0,-24.0,-41188.0,,
2657,24,0,3,59,148,0,-24.0,-41212.0,,
2658,24,0,3,59,148,0,-24.0,-41236.0,,
2659,24,0,3,59,148,0,-24.0,-41260.0,,
2660,24,0,3,59,148,0,-24.0,-41284.0,,
2661,24,0,3,59,148,0,-24.0,-41308.0,,
2662,25,0,3,59,149,0,-25.0,-41333.0,,
2663,25,0,3,59,149,0,-25.0,-41358.0,,
2664,25,0,3,59,149,0,-25.0,-41383.0,,
2665,25,0,3,59,149,0,-25.0,-41408.0,,
2666,25,0,3,59,149,0,-25.0,-41433.0,,
2667,25,0,3,59,149,0,-25.0,-41458.0,car_EC_CN.16;car_WC_CS.16;car_SC_CW.16;car_NC_CE.16,
2668,25,0,3,59,149,0,-25.0,-41483.0,,
2669,25,0,3,59,149,0,-25.0,-41508.0,,
2670,24,0,4,60,149,0,-24.0,-41532.0,,
2671,24,0,4,60,149,0,-24.0,-41556.0,,
2672,24,0,4,60,149,0,-24.0,-41580.0,,
2673,25,0,4,60,149,0,-25.0,-41605.0,,
2674,25,0,4,60,149,0,-25.0,-41630.0,,
2675,25,0,4,60,149,0,-25.0,-41655.0,,
2676,25,0,4,60,149,0,-25.0,-41680.0,,
2677,25,0,4,60,150,0,-25.0,-41705.0,,
2678,26,0,4,60,150,0,-26.0,-41731.0,,
2679,26,0,4,60,151,0,-26.0,-41757.0,,
2680,26,0,4,60,151,0,-26.0,-41783.0,,
2681,26,0,4,60,151,0,-26.0,-41809.0,,
2682,26,0,4,60,151,0,-26.0,-41835.0,,
2683,26,0,4,60,151,0,-26.0,-41861.0,,
2684,26,0,4,60,151,0,-26.0,-41887.0,,
2685,27,0,4,60,151,0,-27.0,-41914.0,,
2686,27,0,4,60,151,0,-27.0,-41941.0,,
2687,27,0,4,60,151,0,-27.0,-41968.0,,
2688,27,0,4,60,151,0,-27.0,-41995.0,,
2689,27,0,4,60,152,0,-27.0,-42022.0,,
2690,27,0,4,60,152,0,-27.0,-42049.0,,
2691,27,0,4,60,152,0,-27.0,-42076.0,,
2692,27,0,4,60,152,0,-27.0,-42103.0,,
2693,27,0,4,60,153,0,-27.0,-42130.0,,
2694,25,0,4,60,153,0,-25.0,-42155.0,,
2695,25,0,4,60,153,0,-25.0,-42180.0,,
2696,25,0,4,60,153,0,-25.0,-42205.0,,
2697,25,0,4,60,153,0,-25.0,-42230.0,,
2698,25,0,4,60,153,0,-25.0,-42255.0,,
2699,25,0,4,60,154,0,-25.0,-42280.0,,
2700,25,0,4,60,154,0,-25.0,-42305.0,,
2701,24,0,4,60,154,0,-24.0,-42329.0,,
2702,25,0,4,60,154,0,-25.0,-42354.0,,
2703,25,0,4,60,155,0,-25.0,-42379.0,,
2704,25,0,4,60,156,0,-25.0,-42404.0,,
2705,26,0,4,60,156,0,-26.0,-42430.0,,
2706,26,0,4,60,156,0,-26.0,-42456.0,,
2707,26,0,4,60,156,0,-26.0,-42482.0,,
