episode,mean_cumulative_reward,ci_lower,ci_upper,mean_episode_length,length_ci_lower,length_ci_upper,num_seeds
177,-355.5150000000002,-355.5150000000002,-355.5150000000002,1000.0,1000.0,1000.0,1
178,-307.99000000000024,-307.99000000000024,-307.99000000000024,1000.0,1000.0,1000.0,1
179,-326.7900000000006,-326.7900000000006,-326.7900000000006,1000.0,1000.0,1000.0,1
180,-353.4449999999999,-353.4449999999999,-353.4449999999999,1000.0,1000.0,1000.0,1
181,-298.2949999999996,-298.2949999999996,-298.2949999999996,1000.0,1000.0,1000.0,1
182,-278.955,-278.955,-278.955,1000.0,1000.0,1000.0,1
183,-318.6400000000002,-318.6400000000002,-318.6400000000002,1000.0,1000.0,1000.0,1
184,-303.39000000000055,-303.39000000000055,-303.39000000000055,1000.0,1000.0,1000.0,1
185,-288.22499999999985,-288.22499999999985,-288.22499999999985,1000.0,1000.0,1000.0,1
186,-314.79500000000036,-314.79500000000036,-314.79500000000036,1000.0,1000.0,1000.0,1
187,-316.9949999999998,-316.9949999999998,-316.9949999999998,1000.0,1000.0,1000.0,1
188,-284.8449999999997,-284.8449999999997,-284.8449999999997,1000.0,1000.0,1000.0,1
189,-308.04999999999967,-308.04999999999967,-308.04999999999967,1000.0,1000.0,1000.0,1
190,-298.8800000000006,-298.8800000000006,-298.8800000000006,1000.0,1000.0,1000.0,1
191,-346.2749999999999,-346.2749999999999,-346.2749999999999,1000.0,1000.0,1000.0,1
192,-316.87999999999965,-316.87999999999965,-316.87999999999965,1000.0,1000.0,1000.0,1
193,-317.0799999999991,-317.0799999999991,-317.0799999999991,1000.0,1000.0,1000.0,1
194,-319.42999999999984,-319.42999999999984,-319.42999999999984,1000.0,1000.0,1000.0,1
195,-329.1850000000003,-329.1850000000003,-329.1850000000003,1000.0,1000.0,1000.0,1
196,-286.02500000000015,-286.02500000000015,-286.02500000000015,1000.0,1000.0,1000.0,1
197,-303.1699999999999,-303.1699999999999,-303.1699999999999,1000.0,1000.0,1000.0,1
198,-320.55999999999926,-320.55999999999926,-320.55999999999926,1000.0,1000.0,1000.0,1
199,-300.0700000000001,-300.0700000000001,-300.0700000000001,1000.0,1000.0,1000.0,1
200,-322.1299999999998,-322.1299999999998,-322.1299999999998,1000.0,1000.0,1000.0,1
201,-325.1700000000006,-325.1700000000006,-325.1700000000006,1000.0,1000.0,1000.0,1
202,-339.7649999999997,-339.7649999999997,-339.7649999999997,1000.0,1000.0,1000.0,1
203,-313.15000000000043,-313.15000000000043,-313.15000000000043,1000.0,1000.0,1000.0,1
204,-348.6549999999998,-348.6549999999998,-348.6549999999998,1000.0,1000.0,1000.0,1
205,-311.9399999999997,-311.9399999999997,-311.9399999999997,1000.0,1000.0,1000.0,1
206,-310.27999999999975,-310.27999999999975,-310.27999999999975,1000.0,1000.0,1000.0,1
207,-340.475,-340.475,-340.475,1000.0,1000.0,1000.0,1
208,-331.64999999999947,-331.64999999999947,-331.64999999999947,1000.0,1000.0,1000.0,1
209,-322.86000000000064,-322.86000000000064,-322.86000000000064,1000.0,1000.0,1000.0,1
210,-304.2950000000002,-304.2950000000002,-304.2950000000002,1000.0,1000.0,1000.0,1
211,-317.38499999999976,-317.38499999999976,-317.38499999999976,1000.0,1000.0,1000.0,1
212,-335.91999999999996,-335.91999999999996,-335.91999999999996,1000.0,1000.0,1000.0,1
213,-300.23999999999984,-300.23999999999984,-300.23999999999984,1000.0,1000.0,1000.0,1
214,-329.52000000000066,-329.52000000000066,-329.52000000000066,1000.0,1000.0,1000.0,1
215,-330.2899999999995,-330.2899999999995,-330.2899999999995,1000.0,1000.0,1000.0,1
216,-317.38499999999954,-317.38499999999954,-317.38499999999954,1000.0,1000.0,1000.0,1
217,-332.0050000000002,-332.0050000000002,-332.0050000000002,1000.0,1000.0,1000.0,1
218,-348.6749999999997,-348.6749999999997,-348.6749999999997,1000.0,1000.0,1000.0,1
219,-328.0099999999996,-328.0099999999996,-328.0099999999996,1000.0,1000.0,1000.0,1
220,-309.2349999999999,-309.2349999999999,-309.2349999999999,1000.0,1000.0,1000.0,1
221,-329.9749999999992,-329.9749999999992,-329.9749999999992,1000.0,1000.0,1000.0,1
222,-304.5650000000004,-304.5650000000004,-304.5650000000004,1000.0,1000.0,1000.0,1
223,-305.63500000000005,-305.63500000000005,-305.63500000000005,1000.0,1000.0,1000.0,1
224,-287.95499999999976,-287.95499999999976,-287.95499999999976,1000.0,1000.0,1000.0,1
225,-370.1000000000008,-370.1000000000008,-370.1000000000008,1000.0,1000.0,1000.0,1
226,-309.48000000000025,-309.48000000000025,-309.48000000000025,1000.0,1000.0,1000.0,1
227,-321.14000000000055,-321.14000000000055,-321.14000000000055,1000.0,1000.0,1000.0,1
228,-311.89,-311.89,-311.89,1000.0,1000.0,1000.0,1
229,-385.05500000000023,-385.05500000000023,-385.05500000000023,1000.0,1000.0,1000.0,1
230,-320.38499999999965,-320.38499999999965,-320.38499999999965,1000.0,1000.0,1000.0,1
231,-362.1150000000001,-362.1150000000001,-362.1150000000001,1000.0,1000.0,1000.0,1
232,-296.6700000000001,-296.6700000000001,-296.6700000000001,1000.0,1000.0,1000.0,1
233,-294.44999999999993,-294.44999999999993,-294.44999999999993,1000.0,1000.0,1000.0,1
234,-311.45499999999953,-311.45499999999953,-311.45499999999953,1000.0,1000.0,1000.0,1
235,-355.15999999999946,-355.15999999999946,-355.15999999999946,1000.0,1000.0,1000.0,1
236,-338.8350000000004,-338.8350000000004,-338.8350000000004,1000.0,1000.0,1000.0,1
237,-321.1149999999998,-321.1149999999998,-321.1149999999998,1000.0,1000.0,1000.0,1
238,-362.8100000000003,-362.8100000000003,-362.8100000000003,1000.0,1000.0,1000.0,1
239,-293.4649999999997,-293.4649999999997,-293.4649999999997,1000.0,1000.0,1000.0,1
240,-334.91499999999934,-334.91499999999934,-334.91499999999934,1000.0,1000.0,1000.0,1
241,-303.8299999999998,-303.8299999999998,-303.8299999999998,1000.0,1000.0,1000.0,1
242,-332.13000000000056,-332.13000000000056,-332.13000000000056,1000.0,1000.0,1000.0,1
243,-349.384999999999,-349.384999999999,-349.384999999999,1000.0,1000.0,1000.0,1
244,-343.60499999999985,-343.60499999999985,-343.60499999999985,1000.0,1000.0,1000.0,1
245,-305.4849999999995,-305.4849999999995,-305.4849999999995,1000.0,1000.0,1000.0,1
246,-352.97,-352.97,-352.97,1000.0,1000.0,1000.0,1
247,-338.0849999999999,-338.0849999999999,-338.0849999999999,1000.0,1000.0,1000.0,1
248,-352.1950000000001,-352.1950000000001,-352.1950000000001,1000.0,1000.0,1000.0,1
249,-305.02499999999986,-305.02499999999986,-305.02499999999986,1000.0,1000.0,1000.0,1
