episode,mode,cumulative_reward,episode_length,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_ok,episode_start_step
201,eval,-262.21999999999986,1000,21.572,3.1,414.816,73.27,400,28,75,1,201000
202,eval,-237.85999999999962,1000,19.262,3.016,358.907,81.334,394,32,63,1,202000
203,eval,-304.69999999999965,1000,26.234,2.824,533.938,59.8715,395,31,66,1,203000
204,eval,-259.0449999999994,1000,21.838,2.711,532.3325,54.058,404,32,70,1,204000
205,eval,-257.35000000000036,1000,20.5,3.49,374.6075,86.469,407,30,76,1,205000
206,eval,-212.6149999999996,1000,16.928,2.889,308.662,72.8805,408,34,66,1,206000
207,eval,-294.215,1000,25.142,2.853,549.456,76.57,405,31,66,1,207000
208,eval,-245.68999999999988,1000,20.069,3.0,390.869,68.139,400,27,70,1,208000
209,eval,-278.6499999999997,1000,24.058,2.538,544.884,63.8365,402,30,63,1,209000
210,eval,-241.05000000000004,1000,19.575,3.02,367.7285,69.7285,404,30,70,1,210000
211,eval,-362.38999999999993,1000,33.449,1.86,712.523,35.7535,377,34,62,1,211000
212,eval,-261.0749999999998,1000,21.543,3.043,403.811,70.129,405,33,70,1,212000
213,eval,-251.4550000000001,1000,21.025,2.747,387.375,62.8775,404,31,62,1,213000
214,eval,-259.4649999999998,1000,22.474,2.315,546.3715,46.061,402,32,66,1,214000
215,eval,-324.8049999999997,1000,28.366,2.743,624.465,71.98,396,29,66,1,215000
216,eval,-243.56999999999985,1000,19.839,3.012,370.9095,65.8875,405,31,70,1,216000
217,eval,-260.10999999999996,1000,21.4,3.074,404.4285,69.9525,395,30,71,1,217000
218,eval,-257.50500000000017,1000,21.801,2.633,422.0985,63.9675,401,32,64,1,218000
219,eval,-282.4799999999998,1000,23.184,3.376,456.699,80.4155,392,32,71,1,219000
220,eval,-228.87499999999977,1000,18.56,2.885,345.4805,59.972,403,31,69,1,220000
221,eval,-224.62499999999983,1000,18.618,2.563,354.217,57.5785,400,30,66,1,221000
222,eval,-225.92000000000004,1000,18.281,2.874,337.1495,60.1655,408,28,71,1,222000
223,eval,-246.78500000000037,1000,21.095,2.389,404.801,49.03,400,32,66,1,223000
224,eval,-257.9250000000004,1000,20.673,3.413,378.5715,94.3855,395,31,68,1,224000
225,eval,-238.1299999999997,1000,19.133,3.12,355.7735,81.7325,408,33,66,1,225000
226,eval,-228.55500000000023,1000,18.525,2.887,341.561,70.178,403,32,73,1,226000
227,eval,-227.32499999999996,1000,18.441,2.861,318.9275,65.483,404,31,71,1,227000
228,eval,-241.29500000000073,1000,20.291,2.559,387.259,58.6015,398,30,66,1,228000
229,eval,-208.46999999999983,1000,16.374,2.982,286.5625,64.993,406,29,70,1,229000
230,eval,-229.18499999999983,1000,18.231,3.125,331.646,72.0585,397,29,66,1,230000
231,eval,-250.91500000000013,1000,21.031,2.707,462.478,65.922,398,31,66,1,231000
232,eval,-249.18499999999972,1000,19.772,3.431,350.1355,79.9745,393,32,77,1,232000
233,eval,-232.38000000000008,1000,19.392,2.564,351.7195,65.161,398,34,66,1,233000
234,eval,-230.78500000000017,1000,18.994,2.723,347.038,60.1635,393,34,70,1,234000
235,eval,-336.60500000000025,1000,28.76,3.267,573.8425,99.554,386,32,62,1,235000
236,eval,-280.01999999999947,1000,22.551,3.634,419.654,101.666,396,29,75,1,236000
237,eval,-238.38000000000017,1000,19.116,3.148,351.54,86.231,408,31,66,1,237000
238,eval,-235.9000000000008,1000,18.769,3.214,347.451,71.872,395,33,72,1,238000
239,eval,-241.7000000000006,1000,20.294,2.584,386.5325,51.7025,390,32,66,1,239000
240,eval,-237.37999999999968,1000,19.316,2.948,362.467,67.6745,399,31,66,1,240000
241,eval,-236.18500000000046,1000,19.285,2.889,363.947,70.9685,399,34,66,1,241000
242,eval,-242.96000000000026,1000,19.52,3.184,348.832,91.5815,406,30,73,1,242000
243,eval,-254.61499999999978,1000,20.87,3.061,385.3,66.2675,399,29,71,1,243000
244,eval,-246.60500000000056,1000,20.441,2.813,361.9985,57.688,394,29,70,1,244000
245,eval,-229.79,1000,19.112,2.578,350.263,54.923,401,30,66,1,245000
246,eval,-238.4400000000002,1000,19.635,2.806,352.2945,65.6585,400,32,71,1,246000
247,eval,-225.51999999999973,1000,19.105,2.298,365.9405,44.494,406,29,66,1,247000
248,eval,-210.00999999999985,1000,16.12,3.254,278.0075,73.41,395,28,72,1,248000
249,eval,-279.67000000000013,1000,22.945,3.348,557.33,77.2865,402,31,71,1,249000
