label,cumulative_reward,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_length
baseline_fixed,-565.275,45.03,7.665,2152.145,451.6625,356,23,0,1000
