label,cumulative_reward,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_length
rainbow,-375.89499999999936,33.745,2.563,965.4835,66.692,391,31,0,1000
