label,cumulative_reward,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_length
baseline_fixed,-544.66,42.757,7.806,1970.449,473.6905,352,22,0,1000
