episode,mode,cumulative_reward,episode_length,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_ok,episode_start_step
49,train,-262.4400000000003,1000,22.74,2.336,442.8055,50.235,404,31,62,1,49000
50,train,-289.02000000000055,1000,25.083,2.546,481.9125,60.474,397,29,67,1,50000
51,train,-228.83000000000024,1000,18.434,2.966,339.9785,71.451,402,30,70,1,51000
52,train,-322.6899999999989,1000,28.261,2.672,582.3965,55.92,400,28,70,1,52000
53,train,-250.00499999999977,1000,20.574,2.951,368.0015,61.5815,398,30,71,1,53000
54,train,-269.27000000000004,1000,23.564,2.242,454.001,48.312,403,32,68,1,54000
55,train,-260.1300000000002,1000,21.51,3.002,431.318,72.0535,397,33,70,1,55000
56,train,-232.71999999999994,1000,19.885,2.258,390.174,44.424,401,30,63,1,56000
57,train,-341.50500000000045,1000,29.64,3.007,553.997,61.045,391,31,75,1,57000
58,train,-209.76500000000004,1000,17.237,2.493,301.8115,58.153,405,30,67,1,58000
59,train,-255.80500000000012,1000,21.733,2.565,436.8025,48.4485,401,30,67,1,59000
60,train,-242.85000000000002,1000,19.914,2.914,357.8865,62.5635,399,30,72,1,60000
61,train,-205.78499999999954,1000,17.232,2.231,322.1845,52.1595,411,31,67,1,61000
62,train,-354.2250000000001,1000,31.908,2.343,694.417,51.253,406,30,61,1,62000
63,train,-269.1099999999998,1000,23.104,2.538,437.315,53.3295,392,30,67,1,63000
64,train,-307.18000000000086,1000,27.265,2.302,546.746,44.746,381,32,64,1,64000
65,train,-204.14999999999998,1000,16.704,2.474,275.3165,52.9155,398,33,73,1,65000
66,train,-209.8549999999996,1000,17.099,2.591,291.6215,53.3505,402,31,71,1,66000
67,train,-336.6250000000002,1000,29.485,2.785,630.8475,58.922,395,32,73,1,67000
68,train,-358.27500000000015,1000,30.699,3.419,630.2145,96.506,388,29,68,1,68000
69,train,-240.04000000000002,1000,19.696,2.872,339.0575,58.6885,401,28,74,1,69000
70,train,-209.32499999999973,1000,17.853,2.053,306.7075,37.1035,406,32,74,1,70000
71,train,-236.97499999999985,1000,19.79,2.605,357.118,56.1155,397,31,72,1,71000
72,train,-334.04499999999956,1000,29.383,2.681,573.095,65.0005,406,31,67,1,72000
73,train,-321.6700000000002,1000,28.54,2.418,585.531,55.0995,391,28,67,1,73000
74,train,-211.26500000000016,1000,16.481,3.097,277.196,64.504,408,31,78,1,74000
75,train,-193.40499999999915,1000,14.782,3.039,238.299,64.0555,405,31,75,1,75000
76,train,-263.48000000000025,1000,21.605,3.162,395.558,72.7205,403,30,80,1,76000
77,train,-243.76500000000058,1000,19.821,3.037,355.6925,63.467,405,32,77,1,77000
78,train,-274.2700000000001,1000,22.237,3.46,393.0625,84.0655,400,29,72,1,78000
79,train,-233.35499999999973,1000,19.017,2.879,356.111,61.063,408,32,78,1,79000
80,train,-286.51000000000045,1000,25.051,2.4,555.802,62.735,402,33,64,1,80000
81,train,-226.60499999999982,1000,18.576,2.723,314.635,61.122,411,32,78,1,81000
82,train,-258.4150000000004,1000,21.481,2.907,381.4695,74.228,407,30,72,1,82000
83,train,-231.90999999999926,1000,19.456,2.49,357.634,50.6365,410,30,78,1,83000
84,train,-244.77000000000004,1000,20.256,2.814,336.5315,58.8455,403,31,77,1,84000
85,train,-249.00499999999982,1000,20.513,2.925,360.236,62.019,390,31,77,1,85000
86,train,-212.50999999999982,1000,16.727,3.016,291.5665,71.6915,405,31,77,1,86000
87,train,-235.46499999999924,1000,19.387,2.773,324.1835,61.2895,404,29,77,1,87000
88,train,-222.95499999999993,1000,17.647,3.099,288.926,68.4225,407,30,78,1,88000
89,train,-272.50999999999976,1000,23.282,2.646,417.247,57.5095,404,28,73,1,89000
90,train,-302.2749999999994,1000,26.218,2.673,464.367,58.6015,396,31,75,1,90000
91,train,-252.54999999999973,1000,20.635,3.08,355.294,72.1665,402,31,78,1,91000
92,train,-236.55500000000032,1000,18.581,3.383,321.376,76.2995,387,28,75,1,92000
93,train,-238.38000000000008,1000,19.128,3.14,326.942,70.36,403,30,75,1,93000
94,train,-253.1450000000002,1000,20.891,2.949,405.944,63.5365,406,30,77,1,94000
95,train,-332.2499999999994,1000,28.98,2.83,565.902,63.225,381,32,72,1,95000
96,train,-243.59000000000023,1000,19.457,3.268,329.838,86.0885,391,29,77,1,96000
97,train,-267.78000000000014,1000,22.455,2.882,439.196,65.5565,405,31,78,1,97000
98,train,-288.9900000000002,1000,25.176,2.482,516.258,50.3775,390,31,68,1,98000
99,train,-310.33000000000015,1000,26.983,2.7,516.0455,56.9235,396,28,72,1,99000
100,train,-289.50999999999965,1000,25.3,2.434,505.7425,50.7445,402,31,72,1,100000
101,train,-204.89500000000032,1000,16.042,2.965,265.638,61.0415,397,31,78,1,101000
102,train,-258.47,1000,20.819,3.352,369.466,78.1205,388,31,75,1,102000
103,train,-254.5600000000006,1000,20.482,3.316,369.745,70.5995,399,31,78,1,103000
104,train,-328.56499999999966,1000,30.029,1.885,748.3265,36.502,391,31,63,1,104000
105,train,-275.3950000000003,1000,23.2,2.893,467.527,60.6455,391,29,78,1,105000
106,train,-239.28500000000037,1000,19.385,3.029,355.546,62.8955,403,34,78,1,106000
107,train,-226.44499999999957,1000,18.692,2.635,327.1,55.902,405,28,77,1,107000
108,train,-249.5950000000001,1000,20.713,2.831,396.701,60.569,404,30,73,1,108000
109,train,-275.4749999999998,1000,23.499,2.699,440.185,59.2035,405,29,78,1,109000
110,train,-244.19499999999923,1000,20.437,2.655,365.2145,52.38,402,31,78,1,110000
111,train,-261.6299999999996,1000,22.827,2.224,453.199,62.187,398,31,70,1,111000
112,train,-298.86,1000,24.63,3.504,473.7985,78.6095,392,31,82,1,112000
113,train,-328.2149999999995,1000,29.853,1.979,591.788,37.496,392,36,67,1,113000
114,train,-269.0750000000006,1000,21.629,3.519,377.942,88.657,391,28,77,1,114000
115,train,-250.95999999999995,1000,21.547,2.366,392.0315,54.296,402,33,77,1,115000
116,train,-260.6050000000009,1000,21.694,2.911,382.0655,66.4895,404,29,72,1,116000
117,train,-244.19999999999962,1000,19.713,3.138,330.5015,65.8965,407,31,77,1,117000
118,train,-285.3599999999998,1000,24.21,2.884,507.477,61.756,401,32,74,1,118000
119,train,-262.23999999999984,1000,21.817,2.938,424.1255,69.73,405,31,78,1,119000
120,train,-248.6099999999999,1000,20.514,2.898,386.048,64.5285,398,31,77,1,120000
121,train,-267.23500000000024,1000,22.342,2.921,451.9475,60.6685,401,30,76,1,121000
122,train,-217.03999999999934,1000,17.084,3.08,285.6975,66.0,397,28,78,1,122000
123,train,-270.81999999999994,1000,23.026,2.704,405.0155,56.9985,405,28,75,1,123000
124,train,-252.34499999999997,1000,21.204,2.687,418.292,52.9065,403,33,78,1,124000
125,train,-247.85499999999973,1000,20.341,2.963,366.6575,64.9145,403,33,77,1,125000
126,train,-280.1000000000001,1000,24.011,2.666,592.3995,57.7535,400,31,70,1,126000
127,train,-255.11500000000035,1000,20.656,3.237,366.3905,87.717,400,29,77,1,127000
128,train,-255.13499999999942,1000,21.348,2.777,399.4975,58.9415,384,30,72,1,128000
129,train,-267.92500000000024,1000,22.483,2.873,411.004,64.1595,408,29,78,1,129000
130,train,-282.7950000000001,1000,24.054,2.817,443.5355,56.0075,407,30,76,1,130000
131,train,-231.39000000000033,1000,19.017,2.748,347.8335,59.596,404,31,76,1,131000
132,train,-250.1549999999999,1000,19.839,3.451,345.7275,78.7895,395,33,74,1,132000
133,train,-221.83000000000067,1000,17.881,2.868,307.221,58.044,394,30,78,1,133000
134,train,-272.9050000000006,1000,22.993,2.865,438.1035,61.406,404,33,75,1,134000
135,train,-270.18499999999995,1000,22.031,3.325,422.108,70.4525,396,30,77,1,135000
136,train,-234.7550000000001,1000,19.382,2.729,366.4385,62.02,411,33,73,1,136000
137,train,-208.31000000000003,1000,16.889,2.628,286.492,52.9495,407,31,71,1,137000
138,train,-207.3799999999999,1000,17.093,2.43,282.558,55.4045,402,31,72,1,138000
139,train,-225.8350000000001,1000,18.853,2.487,351.891,52.5555,403,30,77,1,139000
140,train,-247.2800000000005,1000,20.48,2.832,383.9335,74.537,395,31,78,1,140000
141,train,-218.7850000000003,1000,19.087,1.861,350.715,38.3375,407,34,68,1,141000
142,train,-233.12000000000063,1000,18.743,3.046,331.9995,66.6515,405,30,77,1,142000
143,train,-247.36500000000007,1000,20.115,3.081,366.358,62.515,399,32,78,1,143000
144,train,-290.78999999999945,1000,24.201,3.252,549.969,79.7125,375,31,72,1,144000
145,train,-236.1299999999994,1000,18.936,3.118,343.177,73.1885,405,31,80,1,145000
146,train,-233.77000000000004,1000,19.234,2.762,329.2355,59.828,402,33,73,1,146000
147,train,-227.71000000000018,1000,18.601,2.78,319.456,58.7925,403,32,72,1,147000
148,train,-198.80999999999943,1000,15.573,2.872,249.8595,67.296,398,33,77,1,148000
149,train,-249.55499999999964,1000,20.403,3.035,382.801,65.239,405,31,77,1,149000
150,train,-213.85999999999973,1000,17.24,2.764,286.4785,53.1575,405,29,74,1,150000
151,train,-266.1099999999999,1000,23.05,2.374,461.636,47.9235,404,30,72,1,151000
152,train,-231.25000000000009,1000,20.032,2.062,349.006,40.348,405,34,72,1,152000
153,train,-251.68000000000018,1000,21.106,2.708,416.499,64.7135,400,30,71,1,153000
154,train,-247.26999999999973,1000,20.032,3.13,373.1295,70.7695,403,32,75,1,154000
155,train,-273.48000000000064,1000,23.565,2.522,436.0115,52.4655,400,30,71,1,155000
156,train,-308.70499999999925,1000,27.131,2.493,513.7315,54.0375,404,31,71,1,156000
157,train,-235.47999999999982,1000,19.327,2.814,348.81,60.8285,404,31,78,1,157000
158,train,-227.58000000000052,1000,19.503,2.17,366.1065,45.662,390,33,67,1,158000
159,train,-305.78999999999974,1000,26.373,2.804,531.8255,60.7555,395,29,72,1,159000
160,train,-238.0499999999997,1000,19.806,2.666,365.0945,54.753,403,30,72,1,160000
161,train,-269.9849999999998,1000,22.443,3.037,401.0115,72.572,406,31,71,1,161000
162,train,-235.0449999999993,1000,19.111,2.929,352.891,69.3045,401,33,72,1,162000
163,train,-264.4600000000001,1000,22.513,2.622,463.8655,57.7845,400,32,72,1,163000
164,train,-289.35999999999973,1000,24.874,2.708,491.678,62.498,403,32,76,1,164000
165,train,-194.58499999999952,1000,15.446,2.675,259.5465,65.243,407,32,71,1,165000
166,train,-246.05500000000015,1000,20.377,2.819,388.683,63.691,402,30,75,1,166000
167,train,-212.52500000000006,1000,16.409,3.229,280.203,71.6895,410,31,78,1,167000
168,train,-290.18500000000006,1000,24.589,2.953,498.0585,66.7475,397,30,68,1,168000
169,train,-219.52499999999924,1000,17.286,3.111,286.6145,65.4685,401,33,77,1,169000
170,train,-252.83000000000018,1000,21.272,2.674,424.279,72.22,406,32,68,1,170000
171,train,-299.595,1000,25.251,3.139,536.0655,75.082,396,31,71,1,171000
172,train,-270.62499999999966,1000,22.702,2.907,443.052,59.624,393,32,72,1,172000
173,train,-210.47499999999945,1000,16.945,2.735,278.322,53.7415,404,35,75,1,173000
174,train,-221.0449999999998,1000,17.987,2.745,332.691,66.355,399,31,68,1,174000
175,train,-242.44499999999942,1000,20.244,2.667,364.367,60.8875,403,31,72,1,175000
176,train,-274.5250000000003,1000,23.257,2.797,454.502,60.829,401,28,71,1,176000
177,train,-284.0049999999994,1000,24.301,2.733,535.8835,65.912,399,31,68,1,177000
178,train,-248.24500000000006,1000,20.656,2.779,371.005,59.9,401,30,71,1,178000
179,train,-211.11499999999918,1000,16.508,3.069,284.4205,73.594,404,30,75,1,179000
180,train,-235.99000000000018,1000,19.942,2.438,377.4625,54.021,399,31,68,1,180000
181,train,-286.6549999999999,1000,23.501,3.443,425.927,86.221,394,32,78,1,181000
182,train,-242.20999999999984,1000,19.994,2.818,370.477,62.1695,398,31,71,1,182000
183,train,-241.28499999999977,1000,20.11,2.679,377.4595,60.9315,401,32,68,1,183000
184,train,-232.63,1000,19.348,2.61,345.7295,57.51,399,30,71,1,184000
185,train,-244.33499999999978,1000,20.703,2.487,388.212,52.8665,399,30,71,1,185000
186,train,-284.8900000000001,1000,24.82,2.446,451.646,46.175,401,31,76,1,186000
187,train,-209.72000000000034,1000,16.886,2.724,281.422,65.121,405,28,71,1,187000
188,train,-269.23999999999955,1000,22.553,2.914,400.7355,62.6305,398,32,78,1,188000
189,train,-288.0000000000009,1000,24.519,2.854,491.74,59.3705,400,30,78,1,189000
190,train,-204.9749999999999,1000,15.6,3.265,250.583,76.704,409,30,77,1,190000
191,train,-268.09999999999985,1000,22.823,2.658,430.4935,54.2575,405,29,67,1,191000
192,train,-238.2149999999997,1000,19.437,2.923,361.473,75.9375,408,30,75,1,192000
193,train,-221.41000000000068,1000,17.584,3.038,291.8505,64.1825,403,29,77,1,193000
194,train,-246.18999999999983,1000,21.706,1.942,414.896,37.351,391,34,71,1,194000
195,train,-228.68000000000046,1000,18.536,2.888,330.485,60.7835,407,34,71,1,195000
196,train,-230.26000000000047,1000,18.346,3.12,305.1805,70.777,404,31,77,1,196000
197,train,-220.28999999999994,1000,17.391,3.092,288.4845,72.145,404,28,72,1,197000
198,train,-224.28000000000029,1000,18.393,2.69,334.3805,63.4005,403,33,72,1,198000
199,train,-237.96000000000043,1000,19.407,2.926,345.8665,71.6175,407,31,72,1,199000
200,eval,-294.82500000000016,1000,25.767,2.477,558.9945,66.555,396,30,68,1,200000
201,eval,-249.565,1000,21.568,2.259,545.602,46.453,402,32,71,1,201000
202,eval,-355.30000000000047,1000,30.901,3.086,609.87,71.1055,378,34,66,1,202000
203,eval,-232.33999999999972,1000,18.611,3.082,314.391,61.814,406,31,75,1,203000
204,eval,-219.93000000000018,1000,18.087,2.604,337.3605,55.6145,402,30,68,1,204000
205,eval,-274.99500000000023,1000,23.859,2.427,510.3885,65.9935,406,29,68,1,205000
206,eval,-231.89,1000,18.884,2.87,332.8455,64.4025,401,29,71,1,206000
207,eval,-235.44000000000028,1000,19.416,2.752,351.0875,58.2825,401,33,71,1,207000
208,eval,-228.43000000000012,1000,18.295,3.032,318.897,70.0535,403,30,72,1,208000
209,eval,-212.76000000000028,1000,17.055,2.814,294.3445,58.6185,401,31,69,1,209000
210,eval,-212.8050000000004,1000,17.043,2.825,288.3815,69.3435,399,30,72,1,210000
211,eval,-417.18999999999926,1000,37.066,3.102,893.015,86.7045,381,29,60,1,211000
212,eval,-299.4799999999999,1000,26.465,2.322,502.286,50.161,402,29,68,1,212000
213,eval,-221.00500000000062,1000,18.781,2.213,352.995,43.6425,404,32,68,1,213000
214,eval,-210.44000000000008,1000,16.373,3.114,271.94,70.7715,407,28,71,1,214000
215,eval,-280.30000000000047,1000,23.809,2.814,433.594,61.328,394,29,71,1,215000
216,eval,-408.7599999999998,1000,36.808,2.712,879.256,82.4365,382,30,61,1,216000
217,eval,-238.76999999999984,1000,19.644,2.822,365.975,59.0715,394,32,74,1,217000
218,eval,-271.7550000000002,1000,22.875,2.867,434.9565,70.1045,403,31,68,1,218000
219,eval,-242.91500000000065,1000,20.273,2.679,343.223,55.345,403,32,72,1,219000
220,eval,-272.8499999999995,1000,23.496,2.526,456.555,63.2595,387,33,72,1,220000
221,eval,-229.9050000000003,1000,18.606,2.923,320.4325,68.102,405,32,71,1,221000
222,eval,-198.45499999999964,1000,14.831,3.343,240.614,83.338,409,29,77,1,222000
223,eval,-413.7600000000007,1000,36.861,3.01,818.4805,96.325,367,33,68,1,223000
224,eval,-308.91500000000013,1000,26.942,2.633,514.524,71.2695,385,33,69,1,224000
225,eval,-326.5550000000001,1000,28.322,2.889,531.5685,71.8855,397,31,68,1,225000
226,eval,-231.5900000000003,1000,19.097,2.708,340.773,61.7965,396,30,68,1,226000
227,eval,-306.9399999999997,1000,27.448,2.164,545.6995,45.279,369,32,66,1,227000
228,eval,-232.09500000000003,1000,18.837,2.915,323.799,60.936,397,28,76,1,228000
229,eval,-229.96999999999906,1000,18.044,3.302,307.9105,79.632,405,30,76,1,229000
230,eval,-217.61500000000046,1000,17.599,2.775,292.001,57.15,411,31,77,1,230000
231,eval,-268.88499999999976,1000,22.645,2.829,416.322,65.7095,396,30,69,1,231000
232,eval,-200.57500000000002,1000,15.688,2.913,255.377,59.1905,407,31,77,1,232000
233,eval,-196.98499999999996,1000,15.047,3.101,238.169,69.437,405,30,76,1,233000
234,eval,-209.95999999999992,1000,17.102,2.596,317.9595,56.7755,400,32,67,1,234000
235,eval,-203.9999999999999,1000,16.632,2.512,302.6245,61.7795,402,31,68,1,235000
236,eval,-212.16999999999916,1000,16.978,2.826,303.93,67.103,401,33,71,1,236000
237,eval,-249.35999999999999,1000,21.447,2.326,431.0685,63.8095,394,32,68,1,237000
238,eval,-201.78499999999985,1000,15.548,3.087,263.067,65.1535,403,29,75,1,238000
239,eval,-301.76499999999953,1000,24.616,3.707,482.121,103.761,393,29,74,1,239000
240,eval,-241.64999999999907,1000,19.476,3.126,323.8405,83.7335,403,32,71,1,240000
241,eval,-226.9850000000006,1000,18.149,3.033,295.5055,63.0355,390,31,77,1,241000
242,eval,-217.47499999999954,1000,17.51,2.825,307.4295,63.058,396,32,71,1,242000
243,eval,-214.68499999999955,1000,17.18,2.859,304.5865,68.835,406,33,67,1,243000
244,eval,-255.885,1000,20.985,3.069,394.2845,70.0005,405,32,77,1,244000
245,eval,-229.2350000000002,1000,18.809,2.743,317.3605,55.8205,406,34,77,1,245000
246,eval,-238.785,1000,18.237,3.761,314.649,85.9345,395,30,76,1,246000
247,eval,-223.08499999999978,1000,17.843,2.977,305.0065,67.413,405,33,72,1,247000
248,eval,-204.9149999999996,1000,16.023,2.979,265.2325,67.4565,405,30,72,1,248000
249,eval,-235.22499999999974,1000,19.441,2.721,354.035,58.9645,396,31,68,1,249000
