label,cumulative_reward,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_length
baseline_fixed,-563.7149999999991,43.44,8.621,2001.294,549.908,355,23,0,1000
