label,cumulative_reward,avg_vehicle_queue,avg_ped_queue,avg_vehicle_wait,avg_ped_wait,vehicle_total_throughput,ped_total_throughput,switch_count,episode_length
baseline_fixed,-544.1649999999994,43.18,7.491,1995.756,423.1405,360,23,0,1000
