global_step,batch_idx,env_label,episode,step_in_episode,reward,cumulative_reward_episode,queue_length,queue_ma50,loss
486,2,6,54,0,-0.0,0.0,0,0.0,0.0
487,2,7,55,0,-0.0,0.0,0,0.0,0.0
488,2,8,56,0,-0.0,0.0,0,0.0,0.0
489,2,9,57,0,-0.0,0.0,0,0.0,0.0
490,2,10,58,0,-0.0,0.0,0,0.0,0.0
491,2,11,59,0,-0.0,0.0,0,0.0,0.0
492,2,12,60,0,-0.0,0.0,0,0.0,0.0
493,2,13,61,0,-0.0,0.0,0,0.0,0.0
494,2,14,62,0,-0.0,0.0,0,0.0,0.0
495,2,15,63,0,-0.0,0.0,0,0.0,0.0
496,2,0,48,1,0.0,0.0,0,0.0,0.0
497,2,1,49,1,0.0,0.0,0,0.0,0.0
498,2,2,50,1,0.0,0.0,0,0.0,0.0
499,2,3,51,1,0.0,0.0,0,0.0,0.0
500,2,4,52,1,0.0,0.0,0,0.0,0.0
501,2,5,53,1,0.0,0.0,0,0.0,0.0
502,2,6,54,1,0.0,0.0,0,0.0,0.0
503,2,7,55,1,0.0,0.0,0,0.0,0.0
504,2,8,56,1,0.0,0.0,0,0.0,0.0
505,2,9,57,1,0.0,0.0,0,0.0,0.0
506,2,10,58,1,0.0,0.0,0,0.0,0.0
507,2,11,59,1,0.0,0.0,0,0.0,0.0
508,2,12,60,1,0.0,0.0,0,0.0,0.0
509,2,13,61,1,0.0,0.0,0,0.0,0.0
510,2,14,62,1,0.0,0.0,0,0.0,0.0
511,2,15,63,1,0.0,0.0,0,0.0,0.0
512,2,0,48,2,0.0,0.0,0,0.0,0.0
513,2,1,49,2,0.0,0.0,0,0.0,0.0
514,2,2,50,2,0.0,0.0,0,0.0,0.0
515,2,3,51,2,0.0,0.0,0,0.0,0.0
516,2,4,52,2,0.0,0.0,0,0.0,0.0
517,2,5,53,2,0.0,0.0,0,0.0,0.0
518,2,6,54,2,0.0,0.0,0,0.0,0.0
519,2,7,55,2,0.0,0.0,0,0.0,0.0
520,2,8,56,2,0.0,0.0,0,0.0,0.0
521,2,9,57,2,0.0,0.0,0,0.0,0.0
522,2,10,58,2,0.0,0.0,0,0.0,0.0
523,2,11,59,2,0.0,0.0,0,0.0,0.0
524,2,12,60,2,0.0,0.0,0,0.0,0.0
525,2,13,61,2,0.0,0.0,0,0.0,0.0
526,2,14,62,2,0.0,0.0,0,0.0,0.0
527,2,15,63,2,0.0,0.0,0,0.0,0.0
528,2,0,48,3,0.0,0.0,0,0.0,0.0
529,2,1,49,3,0.0,0.0,0,0.0,0.0
530,2,2,50,3,0.0,0.0,0,0.0,0.0
531,2,3,51,3,0.0,0.0,0,0.0,0.0
532,2,4,52,3,0.0,0.0,0,0.0,0.0
533,2,5,53,3,0.0,0.0,0,0.0,0.0
534,2,6,54,3,0.0,0.0,0,0.0,0.0
535,2,7,55,3,0.0,0.0,0,0.0,0.0
536,2,8,56,3,0.0,0.0,0,0.0,0.0
537,2,9,57,3,0.0,0.0,0,0.0,0.0
538,2,10,58,3,0.0,0.0,0,0.0,0.0
539,2,11,59,3,0.0,0.0,0,0.0,0.0
540,2,12,60,3,0.0,0.0,0,0.0,0.0
541,2,13,61,3,0.0,0.0,0,0.0,0.0
542,2,14,62,3,0.0,0.0,0,0.0,0.0
543,2,15,63,3,0.0,0.0,0,0.0,0.0
544,2,0,48,4,0.0,0.0,0,0.0,0.0
545,2,1,49,4,0.0,0.0,0,0.0,0.0
546,2,2,50,4,0.0,0.0,0,0.0,0.0
547,2,3,51,4,0.0,0.0,0,0.0,0.0
548,2,4,52,4,0.0,0.0,0,0.0,0.0
549,2,5,53,4,0.0,0.0,0,0.0,0.0
550,2,6,54,4,0.0,0.0,0,0.0,0.0
551,2,7,55,4,0.0,0.0,0,0.0,0.0
552,2,8,56,4,0.0,0.0,0,0.0,0.0
553,2,9,57,4,0.0,0.0,0,0.0,0.0
554,2,10,58,4,0.0,0.0,0,0.0,0.0
555,2,11,59,4,0.0,0.0,0,0.0,0.0
556,2,12,60,4,0.0,0.0,0,0.0,0.0
557,2,13,61,4,0.0,0.0,0,0.0,0.0
558,2,14,62,4,0.0,0.0,0,0.0,0.0
559,2,15,63,4,0.0,0.0,0,0.0,0.0
560,2,0,48,5,0.0,0.0,0,0.0,0.0
561,2,1,49,5,0.0,0.0,0,0.0,0.0
562,2,2,50,5,0.0,0.0,0,0.0,0.0
563,2,3,51,5,0.0,0.0,0,0.0,0.0
564,2,4,52,5,0.0,0.0,0,0.0,0.0
565,2,5,53,5,0.0,0.0,0,0.0,0.0
566,2,6,54,5,0.0,0.0,0,0.0,0.0
567,2,7,55,5,0.0,0.0,0,0.0,0.0
568,2,8,56,5,0.0,0.0,0,0.0,0.0
569,2,9,57,5,0.0,0.0,0,0.0,0.0
570,2,10,58,5,0.0,0.0,0,0.0,0.0
571,2,11,59,5,0.0,0.0,0,0.0,0.0
572,2,12,60,5,0.0,0.0,0,0.0,0.0
573,2,13,61,5,0.0,0.0,0,0.0,0.0
574,2,14,62,5,0.0,0.0,0,0.0,0.0
575,2,15,63,5,0.0,0.0,0,0.0,0.0
576,2,0,48,6,0.0,0.0,0,0.0,0.0
577,2,1,49,6,0.0,0.0,0,0.0,0.0
578,2,2,50,6,0.0,0.0,0,0.0,0.0
579,2,3,51,6,0.0,0.0,0,0.0,0.0
580,2,4,52,6,0.0,0.0,0,0.0,0.0
581,2,5,53,6,0.0,0.0,0,0.0,0.0
582,2,6,54,6,0.0,0.0,0,0.0,0.0
583,2,7,55,6,0.0,0.0,0,0.0,0.0
584,2,8,56,6,0.0,0.0,0,0.0,0.0
585,2,9,57,6,0.0,0.0,0,0.0,0.0
586,2,10,58,6,0.0,0.0,0,0.0,0.0
587,2,11,59,6,0.0,0.0,0,0.0,0.0
588,2,12,60,6,0.0,0.0,0,0.0,0.0
589,2,13,61,6,0.0,0.0,0,0.0,0.0
590,2,14,62,6,0.0,0.0,0,0.0,0.0
591,2,15,63,6,0.0,0.0,0,0.0,0.0
592,2,0,48,7,0.0,0.0,0,0.0,0.0
593,2,1,49,7,0.0,0.0,0,0.0,0.0
594,2,2,50,7,0.0,0.0,0,0.0,0.0
595,2,3,51,7,0.0,0.0,0,0.0,0.0
596,2,4,52,7,0.0,0.0,0,0.0,0.0
597,2,5,53,7,0.0,0.0,0,0.0,0.0
598,2,6,54,7,0.0,0.0,0,0.0,0.0
599,2,7,55,7,0.0,0.0,0,0.0,0.0
600,2,8,56,7,0.0,0.0,0,0.0,0.0
601,2,9,57,7,0.0,0.0,0,0.0,0.0
602,2,10,58,7,0.0,0.0,0,0.0,0.0
603,2,11,59,7,0.0,0.0,0,0.0,0.0
604,2,12,60,7,0.0,0.0,0,0.0,0.0
605,2,13,61,7,0.0,0.0,0,0.0,0.0
606,2,14,62,7,0.0,0.0,0,0.0,0.0
607,2,15,63,7,0.0,0.0,0,0.0,0.0
608,2,0,48,8,0.0,0.0,0,0.0,0.0
609,2,1,49,8,0.0,0.0,0,0.0,0.0
610,2,2,50,8,0.0,0.0,0,0.0,0.0
611,2,3,51,8,0.0,0.0,0,0.0,0.0
612,2,4,52,8,0.0,0.0,0,0.0,0.0
613,2,5,53,8,0.0,0.0,0,0.0,0.0
614,2,6,54,8,0.0,0.0,0,0.0,0.0
615,2,7,55,8,0.0,0.0,0,0.0,0.0
616,2,8,56,8,0.0,0.0,0,0.0,0.0
617,2,9,57,8,0.0,0.0,0,0.0,0.0
618,2,10,58,8,0.0,0.0,0,0.0,0.0
619,2,11,59,8,0.0,0.0,0,0.0,0.0
620,2,12,60,8,0.0,0.0,0,0.0,0.0
621,2,13,61,8,0.0,0.0,0,0.0,0.0
622,2,14,62,8,0.0,0.0,0,0.0,0.0
623,2,15,63,8,0.0,0.0,0,0.0,0.0
624,2,0,48,9,0.0,0.0,0,0.0,0.0
625,2,1,49,9,0.0,0.0,0,0.0,0.0
626,2,2,50,9,0.0,0.0,0,0.0,0.0
627,2,3,51,9,0.0,0.0,0,0.0,0.0
628,2,4,52,9,0.0,0.0,0,0.0,0.0
629,2,5,53,9,0.0,0.0,0,0.0,0.0
630,2,6,54,9,0.0,0.0,0,0.0,0.0
631,2,7,55,9,0.0,0.0,0,0.0,0.0
632,2,8,56,9,0.0,0.0,0,0.0,0.0
633,2,9,57,9,0.0,0.0,0,0.0,0.0
634,2,10,58,9,0.0,0.0,0,0.0,0.0
635,2,11,59,9,0.0,0.0,0,0.0,0.0
636,2,12,60,9,0.0,0.0,0,0.0,0.0
637,2,13,61,9,0.0,0.0,0,0.0,0.0
638,2,14,62,9,0.0,0.0,0,0.0,0.0
639,2,15,63,9,0.0,0.0,0,0.0,0.0
